N,EMG_0,EMG_1,EMG_2,EMG_3,EMG_4,EMG_5,EMG_6,EMG_7,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,VBAT
1,-332295.0,388864.0,391781.0,190841.0,-74769.0,296843.0,101567.0,344439.0,3699.0,-7315.0,14216.0,-318.0,-132.0,126.0,4007.0
2,-331771.0,386660.0,389568.0,191008.0,-74938.0,297214.0,101281.0,345119.0,3699.0,-7315.0,14216.0,-318.0,-132.0,126.0,4007.0
3,-331525.0,383908.0,386804.0,191429.0,-74724.0,297802.0,101274.0,345942.0,3699.0,-7315.0,14216.0,-318.0,-132.0,126.0,4007.0
4,-331232.0,388489.0,391414.0,191576.0,-73982.0,298105.0,101193.0,346138.0,3699.0,-7315.0,14216.0,-318.0,-132.0,126.0,4007.0
5,-331061.0,389399.0,392320.0,190890.0,-73974.0,297471.0,101950.0,346576.0,3808.0,-7524.0,14228.0,3.0,-40.0,139.0,4007.0
6,-331599.0,388017.0,390935.0,190004.0,-75138.0,296958.0,104134.0,346101.0,3808.0,-7524.0,14228.0,3.0,-40.0,139.0,4007.0
7,-332277.0,386755.0,389660.0,189757.0,-75247.0,297024.0,103687.0,345621.0,3808.0,-7524.0,14228.0,3.0,-40.0,139.0,4007.0
8,-332842.0,381911.0,384789.0,189850.0,-75457.0,297283.0,103073.0,345550.0,3808.0,-7524.0,14228.0,3.0,-40.0,139.0,4007.0
9,-332536.0,384914.0,387797.0,190159.0,-75793.0,297121.0,102217.0,346006.0,3808.0,-7524.0,14228.0,3.0,-40.0,139.0,4007.0
10,-332041.0,388205.0,391113.0,191038.0,-74524.0,297904.0,102279.0,344868.0,3808.0,-7524.0,14228.0,3.0,-40.0,139.0,4007.0
11,-331677.0,386349.0,389273.0,192226.0,-73520.0,299180.0,103657.0,344755.0,3808.0,-7524.0,14228.0,3.0,-40.0,139.0,4007.0
12,-331561.0,385546.0,388459.0,192312.0,-73294.0,299004.0,104743.0,345998.0,3808.0,-7524.0,14228.0,3.0,-40.0,139.0,4007.0
13,-331356.0,383588.0,386478.0,192151.0,-73631.0,298799.0,103106.0,346536.0,3808.0,-7524.0,14228.0,3.0,-40.0,139.0,4007.0
14,-331329.0,389721.0,392628.0,191279.0,-73907.0,297728.0,102388.0,346293.0,3808.0,-7524.0,14228.0,3.0,-40.0,139.0,4007.0
15,-331682.0,386376.0,389287.0,190574.0,-75050.0,297588.0,101749.0,346631.0,3833.0,-7581.0,14301.0,131.0,-94.0,400.0,4007.0
16,-331924.0,383799.0,386694.0,191048.0,-74652.0,297685.0,102527.0,346521.0,3833.0,-7581.0,14301.0,131.0,-94.0,400.0,4007.0
17,-331537.0,385718.0,388629.0,192004.0,-73604.0,298034.0,103790.0,345441.0,3833.0,-7581.0,14301.0,131.0,-94.0,400.0,4007.0
18,-331623.0,381944.0,384843.0,190784.0,-75091.0,297448.0,103417.0,345997.0,3833.0,-7581.0,14301.0,131.0,-94.0,400.0,4007.0
19,-331782.0,380928.0,383812.0,190516.0,-75787.0,297126.0,101928.0,347341.0,3833.0,-7581.0,14301.0,131.0,-94.0,400.0,4007.0
20,-331266.0,383729.0,386625.0,192393.0,-74264.0,298784.0,99358.0,346259.0,3833.0,-7581.0,14301.0,131.0,-94.0,400.0,4007.0
21,-331118.0,386496.0,389414.0,192631.0,-73835.0,299097.0,101716.0,346176.0,3833.0,-7581.0,14301.0,131.0,-94.0,400.0,4007.0
22,-331091.0,389581.0,392497.0,191963.0,-74077.0,298459.0,103903.0,346769.0,3833.0,-7581.0,14301.0,131.0,-94.0,400.0,4007.0
23,-330734.0,389327.0,392242.0,191863.0,-73573.0,298431.0,103870.0,346821.0,3833.0,-7581.0,14301.0,131.0,-94.0,400.0,4007.0
24,-330689.0,384061.0,386958.0,191736.0,-73649.0,298973.0,104424.0,347089.0,3833.0,-7581.0,14301.0,131.0,-94.0,400.0,4007.0
25,-330749.0,386186.0,389083.0,192211.0,-73217.0,299473.0,104526.0,347319.0,3801.0,-7411.0,14315.0,-204.0,-172.0,256.0,4007.0
26,-330817.0,388424.0,391341.0,191986.0,-73267.0,299146.0,103709.0,347582.0,3801.0,-7411.0,14315.0,-204.0,-172.0,256.0,4007.0
27,-330747.0,389176.0,392098.0,191960.0,-72710.0,299336.0,103666.0,347435.0,3801.0,-7411.0,14315.0,-204.0,-172.0,256.0,4007.0
28,-330812.0,384436.0,387339.0,192899.0,-72594.0,299961.0,103658.0,346942.0,3801.0,-7411.0,14315.0,-204.0,-172.0,256.0,4007.0
29,-330986.0,377512.0,380395.0,193581.0,-72894.0,300157.0,103823.0,347029.0,3801.0,-7411.0,14315.0,-204.0,-172.0,256.0,4007.0
30,-330732.0,382181.0,385078.0,193981.0,-72129.0,300459.0,101891.0,347233.0,3801.0,-7411.0,14315.0,-204.0,-172.0,256.0,4007.0
31,-330803.0,378248.0,381118.0,193556.0,-72752.0,300141.0,101131.0,347133.0,3801.0,-7411.0,14315.0,-204.0,-172.0,256.0,4007.0
32,-330744.0,382808.0,385693.0,193140.0,-73289.0,299546.0,103296.0,347804.0,3801.0,-7411.0,14315.0,-204.0,-172.0,256.0,4007.0
33,-330960.0,386900.0,389808.0,192977.0,-72953.0,299619.0,104582.0,347419.0,3801.0,-7411.0,14315.0,-204.0,-172.0,256.0,4007.0
34,-330999.0,387495.0,390398.0,193517.0,-71416.0,300287.0,104808.0,346871.0,3801.0,-7411.0,14315.0,-204.0,-172.0,256.0,4007.0
35,-330831.0,380978.0,383859.0,193366.0,-72426.0,300449.0,103664.0,347551.0,3862.0,-7348.0,14289.0,-451.0,-122.0,170.0,4007.0
36,-330061.0,387264.0,390171.0,193690.0,-72220.0,300308.0,102753.0,348018.0,3862.0,-7348.0,14289.0,-451.0,-122.0,170.0,4007.0
37,-329796.0,389225.0,392146.0,193711.0,-71597.0,300111.0,104289.0,347488.0,3862.0,-7348.0,14289.0,-451.0,-122.0,170.0,4007.0
38,-330292.0,386714.0,389626.0,192607.0,-72374.0,299711.0,103706.0,347561.0,3862.0,-7348.0,14289.0,-451.0,-122.0,170.0,4007.0
39,-330211.0,383113.0,386011.0,193292.0,-71808.0,300546.0,102093.0,347564.0,3862.0,-7348.0,14289.0,-451.0,-122.0,170.0,4007.0
40,-330484.0,378393.0,381278.0,193054.0,-72452.0,300821.0,105171.0,348126.0,3862.0,-7348.0,14289.0,-451.0,-122.0,170.0,4007.0
41,-330332.0,384798.0,387693.0,193178.0,-72160.0,300803.0,105621.0,347868.0,3862.0,-7348.0,14289.0,-451.0,-122.0,170.0,4007.0
42,-330257.0,384636.0,387534.0,193546.0,-72012.0,301131.0,103298.0,347576.0,3862.0,-7348.0,14289.0,-451.0,-122.0,170.0,4007.0
43,-330327.0,384746.0,387663.0,194113.0,-71341.0,302174.0,103928.0,348183.0,3862.0,-7348.0,14289.0,-451.0,-122.0,170.0,4007.0
44,-330146.0,384675.0,387590.0,194974.0,-70862.0,301083.0,104521.0,348504.0,3862.0,-7348.0,14289.0,-451.0,-122.0,170.0,4007.0
45,-330009.0,382356.0,385269.0,195484.0,-70709.0,301861.0,105417.0,348304.0,3831.0,-7391.0,14262.0,-547.0,-279.0,346.0,4007.0
46,-329816.0,387304.0,390217.0,194758.0,-70265.0,302103.0,106086.0,348811.0,3831.0,-7391.0,14262.0,-547.0,-279.0,346.0,4007.0
47,-330215.0,383450.0,386350.0,194096.0,-71424.0,301119.0,103419.0,348243.0,3831.0,-7391.0,14262.0,-547.0,-279.0,346.0,4007.0
48,-330447.0,378239.0,381123.0,195229.0,-70753.0,302250.0,100756.0,345575.0,3831.0,-7391.0,14262.0,-547.0,-279.0,346.0,4007.0
49,-330378.0,376369.0,379248.0,195650.0,-70696.0,302681.0,105036.0,346216.0,3831.0,-7391.0,14262.0,-547.0,-279.0,346.0,4007.0
50,-329991.0,380341.0,383230.0,194607.0,-71736.0,301874.0,106740.0,348441.0,3831.0,-7391.0,14262.0,-547.0,-279.0,346.0,4007.0
51,-329497.0,383659.0,386569.0,193696.0,-72457.0,300841.0,105451.0,350439.0,3831.0,-7391.0,14262.0,-547.0,-279.0,346.0,4007.0
52,-329383.0,380739.0,383631.0,193638.0,-72674.0,300823.0,104183.0,350141.0,3831.0,-7391.0,14262.0,-547.0,-279.0,346.0,4007.0
53,-329406.0,382633.0,385534.0,194126.0,-72344.0,301321.0,103883.0,349624.0,3831.0,-7391.0,14262.0,-547.0,-279.0,346.0,4007.0
54,-329571.0,387574.0,390495.0,194171.0,-71857.0,300963.0,104649.0,349756.0,3831.0,-7391.0,14262.0,-547.0,-279.0,346.0,4007.0
55,-329336.0,387769.0,390688.0,194533.0,-71026.0,301453.0,105292.0,349276.0,3783.0,-7464.0,14234.0,-156.0,-280.0,428.0,4007.0
56,-329112.0,385079.0,387993.0,195088.0,-70576.0,302071.0,105319.0,349392.0,3783.0,-7464.0,14234.0,-156.0,-280.0,428.0,4007.0
57,-329290.0,382641.0,385537.0,194835.0,-71229.0,301626.0,103561.0,349352.0,3783.0,-7464.0,14234.0,-156.0,-280.0,428.0,4007.0
58,-329467.0,382905.0,385809.0,195248.0,-70737.0,302341.0,104680.0,349489.0,3783.0,-7464.0,14234.0,-156.0,-280.0,428.0,4007.0
59,-329664.0,380250.0,383148.0,194894.0,-71121.0,302909.0,107183.0,350087.0,3783.0,-7464.0,14234.0,-156.0,-280.0,428.0,4007.0
60,-329734.0,378418.0,381306.0,194508.0,-71836.0,302476.0,105829.0,349712.0,3783.0,-7464.0,14234.0,-156.0,-280.0,428.0,4007.0
61,-329511.0,379913.0,382800.0,195444.0,-71272.0,302742.0,103958.0,348742.0,3783.0,-7464.0,14234.0,-156.0,-280.0,428.0,4007.0
62,-329213.0,384444.0,387349.0,196025.0,-70132.0,303136.0,105191.0,349368.0,3783.0,-7464.0,14234.0,-156.0,-280.0,428.0,4007.0
63,-329260.0,383197.0,386114.0,196221.0,-70159.0,303469.0,106331.0,349753.0,3783.0,-7464.0,14234.0,-156.0,-280.0,428.0,4007.0
64,-329236.0,383907.0,386821.0,196309.0,-69932.0,303647.0,104114.0,348957.0,3783.0,-7464.0,14234.0,-156.0,-280.0,428.0,4007.0
65,-329259.0,381424.0,384323.0,196047.0,-70602.0,303541.0,105681.0,348974.0,3828.0,-7409.0,14243.0,-241.0,-167.0,400.0,4007.0
66,-329002.0,386861.0,389775.0,195753.0,-70573.0,302674.0,105764.0,350274.0,3828.0,-7409.0,14243.0,-241.0,-167.0,400.0,4007.0
67,-329637.0,388114.0,391034.0,194986.0,-70974.0,302161.0,106522.0,351070.0,3828.0,-7409.0,14243.0,-241.0,-167.0,400.0,4007.0
68,-329555.0,385872.0,388793.0,195197.0,-71032.0,302743.0,106513.0,350559.0,3828.0,-7409.0,14243.0,-241.0,-167.0,400.0,4007.0
69,-328748.0,381056.0,383951.0,196428.0,-70222.0,303751.0,104514.0,348611.0,3828.0,-7409.0,14243.0,-241.0,-167.0,400.0,4007.0
70,-328932.0,375637.0,378521.0,196003.0,-71114.0,303931.0,104404.0,348517.0,3828.0,-7409.0,14243.0,-241.0,-167.0,400.0,4007.0
71,-328782.0,380391.0,383283.0,195298.0,-71551.0,303364.0,104600.0,350134.0,3828.0,-7409.0,14243.0,-241.0,-167.0,400.0,4007.0
72,-328263.0,386781.0,389695.0,195291.0,-71045.0,302829.0,104354.0,350654.0,3828.0,-7409.0,14243.0,-241.0,-167.0,400.0,4007.0
73,-328324.0,387536.0,390454.0,195408.0,-70956.0,302888.0,105303.0,350880.0,3828.0,-7409.0,14243.0,-241.0,-167.0,400.0,4007.0
74,-328189.0,385321.0,388243.0,196698.0,-70462.0,303501.0,105654.0,351205.0,3828.0,-7409.0,14243.0,-241.0,-167.0,400.0,4007.0
75,-327275.0,382556.0,385474.0,198884.0,-68207.0,305003.0,103740.0,350819.0,3767.0,-7219.0,14236.0,-563.0,-305.0,331.0,4007.0
76,-327731.0,377876.0,380774.0,198538.0,-68844.0,305671.0,104157.0,348951.0,3767.0,-7219.0,14236.0,-563.0,-305.0,331.0,4007.0
77,-329074.0,384186.0,387101.0,195553.0,-71572.0,303323.0,108484.0,349243.0,3767.0,-7219.0,14236.0,-563.0,-305.0,331.0,4007.0
78,-329510.0,380774.0,383662.0,195150.0,-72437.0,302819.0,107483.0,350213.0,3767.0,-7219.0,14236.0,-563.0,-305.0,331.0,4007.0
79,-328886.0,382578.0,385473.0,195566.0,-72431.0,303252.0,106206.0,351136.0,3767.0,-7219.0,14236.0,-563.0,-305.0,331.0,4007.0
80,-328557.0,385329.0,388242.0,196254.0,-71740.0,303683.0,105719.0,351280.0,3767.0,-7219.0,14236.0,-563.0,-305.0,331.0,4007.0
81,-328113.0,385168.0,388092.0,198173.0,-69294.0,305320.0,105101.0,351014.0,3767.0,-7219.0,14236.0,-563.0,-305.0,331.0,4007.0
82,-327647.0,382169.0,385089.0,199710.0,-68025.0,306749.0,104210.0,351625.0,3767.0,-7219.0,14236.0,-563.0,-305.0,331.0,4007.0
83,-327485.0,381883.0,384808.0,198448.0,-69452.0,305671.0,106139.0,351566.0,3767.0,-7219.0,14236.0,-563.0,-305.0,331.0,4007.0
84,-327793.0,382017.0,384925.0,196468.0,-71782.0,304043.0,106934.0,350985.0,3767.0,-7219.0,14236.0,-563.0,-305.0,331.0,4007.0
85,-327627.0,385605.0,388522.0,197113.0,-71067.0,304391.0,105584.0,351414.0,3764.0,-7151.0,14238.0,-985.0,-423.0,518.0,4007.0
86,-327176.0,382461.0,385376.0,199822.0,-69722.0,307136.0,104092.0,352463.0,3764.0,-7151.0,14238.0,-985.0,-423.0,518.0,4007.0
87,-326886.0,384719.0,387637.0,201188.0,-69387.0,308328.0,103624.0,352836.0,3764.0,-7151.0,14238.0,-985.0,-423.0,518.0,4007.0
88,-327929.0,378568.0,381463.0,198988.0,-75584.0,306221.0,107465.0,352273.0,3764.0,-7151.0,14238.0,-985.0,-423.0,518.0,4007.0
89,-328243.0,382849.0,385747.0,198318.0,-80091.0,305471.0,111618.0,350671.0,3764.0,-7151.0,14238.0,-985.0,-423.0,518.0,4007.0
90,-327458.0,374743.0,377621.0,199144.0,-82222.0,306801.0,109324.0,352511.0,3764.0,-7151.0,14238.0,-985.0,-423.0,518.0,4007.0
91,-326241.0,372918.0,375794.0,200832.0,-83689.0,309907.0,107486.0,353716.0,3764.0,-7151.0,14238.0,-985.0,-423.0,518.0,4007.0
92,-326099.0,381108.0,384002.0,200728.0,-86061.0,309546.0,107891.0,352552.0,3764.0,-7151.0,14238.0,-985.0,-423.0,518.0,4007.0
93,-325892.0,395133.0,398079.0,200061.0,-86496.0,306641.0,110356.0,352651.0,3764.0,-7151.0,14238.0,-985.0,-423.0,518.0,4007.0
94,-325799.0,397748.0,400714.0,199278.0,-87171.0,307253.0,110961.0,353884.0,3764.0,-7151.0,14238.0,-985.0,-423.0,518.0,4007.0
95,-325175.0,397357.0,400319.0,199323.0,-88563.0,307431.0,110298.0,355497.0,3873.0,-7325.0,14291.0,-349.0,-166.0,900.0,4007.0
96,-325056.0,400154.0,403121.0,200870.0,-87159.0,308324.0,109869.0,354547.0,3873.0,-7325.0,14291.0,-349.0,-166.0,900.0,4007.0
97,-325281.0,395593.0,398544.0,202133.0,-86736.0,309569.0,105900.0,352286.0,3873.0,-7325.0,14291.0,-349.0,-166.0,900.0,4007.0
98,-325576.0,389803.0,392735.0,202782.0,-86732.0,310622.0,107121.0,352268.0,3873.0,-7325.0,14291.0,-349.0,-166.0,900.0,4007.0
99,-325585.0,395903.0,398858.0,202088.0,-87316.0,310467.0,111089.0,354061.0,3873.0,-7325.0,14291.0,-349.0,-166.0,900.0,4007.0
100,-325988.0,396962.0,399913.0,201784.0,-88112.0,309530.0,108577.0,353723.0,3873.0,-7325.0,14291.0,-349.0,-166.0,900.0,4007.0
101,-325834.0,393377.0,396318.0,202645.0,-87959.0,310109.0,105006.0,352987.0,3873.0,-7325.0,14291.0,-349.0,-166.0,900.0,4007.0
102,-326194.0,398089.0,401079.0,201436.0,-89382.0,308768.0,105665.0,352725.0,3873.0,-7325.0,14291.0,-349.0,-166.0,900.0,4007.0
103,-325711.0,401128.0,404163.0,200994.0,-89690.0,308531.0,108869.0,354009.0,3873.0,-7325.0,14291.0,-349.0,-166.0,900.0,4007.0
104,-324841.0,400888.0,403938.0,201963.0,-88802.0,308978.0,106358.0,354180.0,3873.0,-7325.0,14291.0,-349.0,-166.0,900.0,4007.0
105,-324808.0,402828.0,405916.0,199957.0,-91437.0,305777.0,111604.0,355779.0,3941.0,-7387.0,14398.0,203.0,-426.0,981.0,4007.0
106,-324804.0,404469.0,407508.0,199940.0,-91147.0,305628.0,109814.0,355259.0,3941.0,-7387.0,14398.0,203.0,-426.0,981.0,4007.0
107,-325357.0,401166.0,404141.0,199533.0,-91712.0,306809.0,109277.0,356001.0,3941.0,-7387.0,14398.0,203.0,-426.0,981.0,4007.0
108,-326087.0,395781.0,398734.0,198817.0,-92996.0,306446.0,109413.0,355584.0,3941.0,-7387.0,14398.0,203.0,-426.0,981.0,4007.0
109,-325668.0,399503.0,402487.0,200056.0,-92242.0,307513.0,107992.0,354758.0,3941.0,-7387.0,14398.0,203.0,-426.0,981.0,4007.0
110,-325047.0,402369.0,405364.0,201658.0,-90409.0,308568.0,107508.0,353580.0,3941.0,-7387.0,14398.0,203.0,-426.0,981.0,4007.0
111,-324396.0,398961.0,401939.0,203430.0,-88974.0,310221.0,108971.0,355264.0,3941.0,-7387.0,14398.0,203.0,-426.0,981.0,4007.0
112,-323711.0,396501.0,399466.0,205626.0,-86959.0,312628.0,108403.0,356929.0,3941.0,-7387.0,14398.0,203.0,-426.0,981.0,4007.0
113,-322684.0,394179.0,397148.0,208776.0,-83739.0,316056.0,108763.0,355268.0,3941.0,-7387.0,14398.0,203.0,-426.0,981.0,4007.0
114,-322693.0,391546.0,394494.0,207571.0,-85422.0,314813.0,113374.0,355646.0,3941.0,-7387.0,14398.0,203.0,-426.0,981.0,4007.0
115,-324524.0,399946.0,402917.0,201758.0,-90830.0,309548.0,111593.0,356202.0,4014.0,-7324.0,14600.0,-75.0,-660.0,1164.0,4007.0
116,-325222.0,402616.0,405596.0,199744.0,-92687.0,308369.0,112559.0,355858.0,4014.0,-7324.0,14600.0,-75.0,-660.0,1164.0,4007.0
117,-325020.0,402566.0,405549.0,200338.0,-92472.0,309154.0,112844.0,354210.0,4014.0,-7324.0,14600.0,-75.0,-660.0,1164.0,4007.0
118,-324902.0,402586.0,405577.0,200272.0,-92939.0,307383.0,111339.0,354963.0,4014.0,-7324.0,14600.0,-75.0,-660.0,1164.0,4007.0
119,-325092.0,401673.0,404668.0,200463.0,-92714.0,308608.0,110313.0,355364.0,4014.0,-7324.0,14600.0,-75.0,-660.0,1164.0,4007.0
120,-325187.0,398370.0,401318.0,200798.0,-92274.0,309454.0,110587.0,354828.0,4014.0,-7324.0,14600.0,-75.0,-660.0,1164.0,4007.0
121,-324918.0,401280.0,404248.0,201499.0,-91675.0,308306.0,111289.0,354716.0,4014.0,-7324.0,14600.0,-75.0,-660.0,1164.0,4007.0
122,-324823.0,401506.0,404491.0,201429.0,-91311.0,309575.0,110553.0,354641.0,4014.0,-7324.0,14600.0,-75.0,-660.0,1164.0,4007.0
123,-324709.0,400542.0,403524.0,201431.0,-91489.0,309150.0,109731.0,354791.0,4014.0,-7324.0,14600.0,-75.0,-660.0,1164.0,4007.0
124,-324863.0,396036.0,399002.0,201510.0,-91866.0,309436.0,108601.0,354689.0,4014.0,-7324.0,14600.0,-75.0,-660.0,1164.0,4007.0
125,-324881.0,401095.0,404101.0,201776.0,-92019.0,309189.0,110244.0,354570.0,4248.0,-7592.0,14880.0,944.0,-798.0,1000.0,4007.0
126,-324885.0,404165.0,407301.0,202169.0,-91545.0,308996.0,110292.0,354313.0,4248.0,-7592.0,14880.0,944.0,-798.0,1000.0,4007.0
127,-325059.0,402886.0,406149.0,202390.0,-90820.0,309426.0,110087.0,353839.0,4248.0,-7592.0,14880.0,944.0,-798.0,1000.0,4007.0
128,-325710.0,395439.0,398399.0,202252.0,-91627.0,309873.0,110344.0,353667.0,4248.0,-7592.0,14880.0,944.0,-798.0,1000.0,4007.0
129,-325886.0,398742.0,401716.0,202259.0,-92061.0,310094.0,111049.0,354254.0,4248.0,-7592.0,14880.0,944.0,-798.0,1000.0,4007.0
130,-325312.0,402631.0,405724.0,202683.0,-91659.0,310247.0,111036.0,354160.0,4248.0,-7592.0,14880.0,944.0,-798.0,1000.0,4007.0
131,-325136.0,404089.0,407222.0,202368.0,-91438.0,309765.0,112789.0,353762.0,4248.0,-7592.0,14880.0,944.0,-798.0,1000.0,4007.0
132,-325018.0,401862.0,404845.0,202882.0,-91581.0,309949.0,112578.0,353619.0,4248.0,-7592.0,14880.0,944.0,-798.0,1000.0,4007.0
133,-324134.0,402046.0,405028.0,201769.0,-92811.0,308814.0,111557.0,355489.0,4248.0,-7592.0,14880.0,944.0,-798.0,1000.0,4007.0
134,-323943.0,400506.0,403546.0,201439.0,-93731.0,308166.0,110684.0,356468.0,4248.0,-7592.0,14880.0,944.0,-798.0,1000.0,4007.0
135,-324180.0,404046.0,407171.0,202169.0,-92267.0,308319.0,110616.0,355319.0,4815.0,-7561.0,15272.0,2126.0,-506.0,1581.0,4005.0
136,-324819.0,405502.0,408524.0,202761.0,-90668.0,309412.0,111538.0,353615.0,4815.0,-7561.0,15272.0,2126.0,-506.0,1581.0,4005.0
137,-324761.0,401222.0,404201.0,203290.0,-90664.0,311604.0,110730.0,352666.0,4815.0,-7561.0,15272.0,2126.0,-506.0,1581.0,4005.0
138,-324712.0,396817.0,399773.0,202738.0,-92164.0,310364.0,111205.0,353193.0,4815.0,-7561.0,15272.0,2126.0,-506.0,1581.0,4005.0
139,-325088.0,400833.0,403811.0,202366.0,-92649.0,310491.0,112328.0,353945.0,4815.0,-7561.0,15272.0,2126.0,-506.0,1581.0,4005.0
140,-325606.0,397407.0,400368.0,203719.0,-91932.0,311890.0,109784.0,354060.0,4815.0,-7561.0,15272.0,2126.0,-506.0,1581.0,4005.0
141,-325849.0,401993.0,404979.0,203874.0,-91529.0,311799.0,109784.0,353579.0,4815.0,-7561.0,15272.0,2126.0,-506.0,1581.0,4005.0
142,-324346.0,406603.0,409588.0,202823.0,-91746.0,310813.0,109633.0,354418.0,4815.0,-7561.0,15272.0,2126.0,-506.0,1581.0,4005.0
143,-323386.0,396152.0,399104.0,201539.0,-94188.0,309459.0,109526.0,357611.0,4815.0,-7561.0,15272.0,2126.0,-506.0,1581.0,4005.0
144,-323337.0,401168.0,404139.0,201147.0,-94502.0,309606.0,110524.0,357751.0,4815.0,-7561.0,15272.0,2126.0,-506.0,1581.0,4005.0
145,-324151.0,401190.0,404163.0,202007.0,-94342.0,309831.0,110738.0,355763.0,5103.0,-6890.0,15450.0,2423.0,-1074.0,1999.0,4005.0
146,-324164.0,405719.0,408946.0,202423.0,-94260.0,309956.0,110850.0,355336.0,5103.0,-6890.0,15450.0,2423.0,-1074.0,1999.0,4005.0
147,-323651.0,407727.0,411204.0,201500.0,-94502.0,309603.0,111198.0,356493.0,5103.0,-6890.0,15450.0,2423.0,-1074.0,1999.0,4005.0
148,-323904.0,403970.0,406973.0,201451.0,-94589.0,308998.0,110978.0,356884.0,5103.0,-6890.0,15450.0,2423.0,-1074.0,1999.0,4005.0
149,-323953.0,401516.0,404498.0,201201.0,-95276.0,309328.0,110108.0,357334.0,5103.0,-6890.0,15450.0,2423.0,-1074.0,1999.0,4005.0
150,-324096.0,406571.0,409597.0,201461.0,-94929.0,309832.0,110039.0,356739.0,5103.0,-6890.0,15450.0,2423.0,-1074.0,1999.0,4005.0
151,-324841.0,404078.0,407093.0,202193.0,-94518.0,310212.0,110358.0,356054.0,5103.0,-6890.0,15450.0,2423.0,-1074.0,1999.0,4005.0
152,-324615.0,403269.0,406378.0,202804.0,-94952.0,309269.0,108421.0,356121.0,5103.0,-6890.0,15450.0,2423.0,-1074.0,1999.0,4005.0
153,-324326.0,407076.0,410267.0,202304.0,-94612.0,309051.0,109168.0,355348.0,5103.0,-6890.0,15450.0,2423.0,-1074.0,1999.0,4005.0
154,-324220.0,404478.0,407726.0,201129.0,-96297.0,307977.0,108651.0,356030.0,5103.0,-6890.0,15450.0,2423.0,-1074.0,1999.0,4005.0
155,-324371.0,409704.0,413155.0,200981.0,-95796.0,307637.0,107601.0,355175.0,5486.0,-5459.0,15152.0,739.0,-1427.0,3075.0,4005.0
156,-324930.0,407526.0,410528.0,201008.0,-95686.0,308027.0,107868.0,354794.0,5486.0,-5459.0,15152.0,739.0,-1427.0,3075.0,4005.0
157,-325550.0,406786.0,409786.0,201623.0,-95122.0,308903.0,108716.0,353049.0,5486.0,-5459.0,15152.0,739.0,-1427.0,3075.0,4005.0
158,-326172.0,404138.0,407119.0,201825.0,-95177.0,309136.0,108878.0,351878.0,5486.0,-5459.0,15152.0,739.0,-1427.0,3075.0,4005.0
159,-326170.0,401249.0,404225.0,200744.0,-96847.0,307983.0,108379.0,354214.0,5486.0,-5459.0,15152.0,739.0,-1427.0,3075.0,4005.0
160,-324983.0,406414.0,409443.0,200443.0,-97161.0,307344.0,108139.0,355716.0,5486.0,-5459.0,15152.0,739.0,-1427.0,3075.0,4005.0
161,-323979.0,407205.0,410226.0,200354.0,-97371.0,306921.0,107600.0,356883.0,5486.0,-5459.0,15152.0,739.0,-1427.0,3075.0,4005.0
162,-323846.0,406948.0,409979.0,200283.0,-97412.0,306760.0,107558.0,356684.0,5486.0,-5459.0,15152.0,739.0,-1427.0,3075.0,4005.0
163,-324158.0,407718.0,410915.0,200005.0,-97829.0,306394.0,107419.0,356399.0,5486.0,-5459.0,15152.0,739.0,-1427.0,3075.0,4005.0
164,-324445.0,411850.0,415202.0,199851.0,-97054.0,306440.0,107263.0,355707.0,5486.0,-5459.0,15152.0,739.0,-1427.0,3075.0,4005.0
165,-324872.0,408559.0,411786.0,199427.0,-97661.0,306121.0,106911.0,355269.0,6536.0,-3936.0,14681.0,-2860.0,-827.0,4183.0,4005.0
166,-325126.0,410558.0,414262.0,199160.0,-97459.0,305969.0,106724.0,354703.0,6536.0,-3936.0,14681.0,-2860.0,-827.0,4183.0,4005.0
167,-325804.0,412608.0,416893.0,198864.0,-97231.0,305808.0,106793.0,354082.0,6536.0,-3936.0,14681.0,-2860.0,-827.0,4183.0,4005.0
168,-327134.0,410083.0,413453.0,198440.0,-97732.0,305572.0,106189.0,353675.0,6536.0,-3936.0,14681.0,-2860.0,-827.0,4183.0,4005.0
169,-328489.0,409971.0,413444.0,198556.0,-97153.0,305776.0,106341.0,353314.0,6536.0,-3936.0,14681.0,-2860.0,-827.0,4183.0,4005.0
170,-329487.0,406353.0,409765.0,199108.0,-97358.0,306212.0,106143.0,351995.0,6536.0,-3936.0,14681.0,-2860.0,-827.0,4183.0,4005.0
171,-329272.0,410730.0,414529.0,199804.0,-96054.0,306951.0,106529.0,352184.0,6536.0,-3936.0,14681.0,-2860.0,-827.0,4183.0,4005.0
172,-328094.0,408884.0,412299.0,199432.0,-96297.0,306871.0,107373.0,355014.0,6536.0,-3936.0,14681.0,-2860.0,-827.0,4183.0,4005.0
173,-327981.0,414001.0,418001.0,197610.0,-97291.0,305263.0,107541.0,357037.0,6536.0,-3936.0,14681.0,-2860.0,-827.0,4183.0,4005.0
174,-329107.0,411798.0,415416.0,195249.0,-99683.0,302529.0,105044.0,355266.0,6536.0,-3936.0,14681.0,-2860.0,-827.0,4183.0,4005.0
175,-328251.0,410395.0,414054.0,195619.0,-100221.0,302200.0,103384.0,352722.0,7913.0,-2574.0,14256.0,-7107.0,279.0,6255.0,4005.0
