MAV_CH1,RMS_CH1,WL_CH1,ZC_CH1,SSC_CH1,MAV_CH2,RMS_CH2,WL_CH2,ZC_CH2,SSC_CH2,MAV_CH3,RMS_CH3,WL_CH3,ZC_CH3,SSC_CH3,MAV_CH4,RMS_CH4,WL_CH4,ZC_CH4,SSC_CH4,MAV_CH5,RMS_CH5,WL_CH5,ZC_CH5,SSC_CH5,MAV_CH6,RMS_CH6,WL_CH6,ZC_CH6,SSC_CH6,MAV_CH7,RMS_CH7,WL_CH7,ZC_CH7,SSC_CH7,MAV_CH8,RMS_CH8,WL_CH8,ZC_CH8,SSC_CH8,Label,SessionID
0.20268536529317607,0.2910215193665843,12.98937986516863,25,42,0.12406130211211319,0.15378749256712335,10.917029044195287,45,77,0.10131666355650264,0.1238591813819542,8.746298742224743,51,79,0.10273212999135481,0.13539544909336043,7.266084670959455,39,67,0.0844893048984018,0.10654621877054486,6.244692255821203,41,69,0.21404982229750602,0.2520695198438464,14.47427687941411,23,71,0.08893276355338214,0.11895814937696395,5.692723371239756,25,48,0.5808351490919746,0.6827013660652583,51.0272232585623,37,73,0,0
0.2660178550286502,0.4075098491017246,18.67102273058687,29,58,0.1272255037998185,0.1511690902757368,11.021595691883666,79,96,0.10537395656864915,0.12787548301003165,10.33088137346754,79,98,0.14625234090090475,0.20213932983259036,10.829428505534775,42,82,0.10885948888238942,0.1500856381449746,9.06011734132523,51,86,0.19540889214783688,0.23384757735227973,17.725172818155553,55,98,0.12562628697517583,0.17112181151848807,8.5391635306514,23,60,0.5692869188627901,0.6667606664156004,53.28118025101758,75,98,0,0
0.22230646348838148,0.3507785967990786,16.263999911590567,37,62,0.11442322713817601,0.13620690408277508,9.557420019327337,85,98,0.09333948447514562,0.1129911145086899,8.821052262418327,86,98,0.14189487333418394,0.1952773342083598,11.756532502283742,32,68,0.10373830253134723,0.14373180281201015,9.23237071650366,46,80,0.14020389097142327,0.174632534915619,14.05105382893207,86,98,0.1080539489629393,0.1532616568085601,7.480737956327436,22,72,0.48782732794375666,0.5519608907831159,34.31280065333761,96,98,0,0
0.178418822867553,0.23895044883738187,12.054622188787166,34,51,0.08529160664498801,0.10951686323510518,8.135268812110587,56,92,0.07463434968469246,0.08853603421826864,6.072401818855124,57,90,0.11356249754436953,0.14197868265167735,8.800112463038793,26,46,0.07385804685392636,0.0964847938502752,6.002007699545251,37,64,0.12672112068642233,0.15116600606796138,10.419926549209386,61,80,0.09504515356292083,0.1168372258580203,5.9679854756992725,26,54,0.30775134642573415,0.36872389388279686,21.821800231812187,87,98,0,0
0.14410441827353707,0.20590324068584404,9.626625691787027,24,42,0.056703964970697636,0.07216298830131998,4.7420829842807555,39,68,0.0531208852484987,0.06754464194512945,3.7877108485196405,35,62,0.09332241352116599,0.1200664645154991,5.9824886763185745,24,40,0.052816756741429945,0.07191825945103787,3.4597345087398703,28,46,0.11342802150940699,0.13943767958211647,7.330854900044831,32,49,0.09312323082669632,0.11681766540688054,6.261933014567412,23,38,0.14887958097748932,0.20027659456559474,11.414275890009952,60,84,0,0
0.10848286623189418,0.16620061962660648,8.101730468962758,24,46,0.045312016550911195,0.06105279232631302,4.051365989215144,45,69,0.033264544350988745,0.04240302590546699,2.751165024799287,56,65,0.063320918103848,0.0821951295736386,4.3756657404472135,26,49,0.04143857267081094,0.05348134692401122,2.8986590293843,35,56,0.09768206190819637,0.1184591342436063,6.212737960436456,25,42,0.08242986686738084,0.10707439543459653,5.535047660260966,21,38,0.12443358232383563,0.15173434011573037,9.86140783512549,58,83,0,0
0.13894610005524563,0.20700067711202907,9.055459978860332,21,42,0.05570323683718972,0.0725749369176093,5.2566411545676415,45,88,0.04786972443531278,0.06421697410054322,4.037265069065298,53,80,0.09141541689352449,0.12272266668957262,5.416548424433044,22,46,0.05787762804615915,0.07443101174983341,3.855768803741977,32,60,0.1213364134889202,0.15042525455651684,8.950402299227866,31,54,0.08308299674765532,0.1004551252805006,4.966781137287918,22,35,0.173671725431897,0.20526156536304807,15.64728522647719,72,98,0,0
0.13736224729874225,0.19425556223505117,8.666674725603377,23,44,0.06359330466684039,0.08075043684788687,6.044225987332998,41,76,0.04923854468024155,0.06469490027705284,4.508907039734779,47,82,0.08484221819594855,0.11792297697687396,5.094946793596895,28,51,0.049253175391540005,0.06769805851897012,3.343980726174346,37,64,0.11859190771678664,0.14817292354512948,8.286111525909181,32,57,0.06366312281380487,0.07825145424608877,3.8133492688818857,26,37,0.16709943230565297,0.19656766062857356,14.03614754373735,83,98,0,0
0.10343361772194352,0.14281173810017195,7.839238656618528,28,45,0.05508218202965695,0.07121556988537292,4.948371985769819,40,61,0.034567898950431115,0.04338178839602151,3.139588181980183,51,84,0.04989784801132182,0.06384935880872707,3.5626555479526245,30,56,0.030546773828758287,0.039906005972843446,2.491472002735536,42,71,0.12292471552570387,0.1447364104904041,6.95424482519389,22,41,0.0618840441602406,0.0767004649286249,3.73809423869763,28,35,0.12444618042024311,0.14677682196642108,10.903292657501034,78,98,0,0
0.10992963292507117,0.14129804487544556,7.394911173531936,27,37,0.05888997847055843,0.07258070085936069,4.090579077312915,31,47,0.03372052066480853,0.04191806995962114,2.3778458567632117,34,58,0.06163738512903413,0.07630443405760516,3.66299391121153,22,41,0.04215656966715292,0.05421425613727441,2.6664923111511625,27,51,0.12288593059009006,0.142686939728305,6.661616324559078,22,30,0.08520457014000798,0.11092195647934609,5.0356216337215916,23,34,0.10146303889848776,0.12976800799087787,9.329008946844674,43,76,0,0
0.11162505426138786,0.15061024231506226,7.264337700228795,27,35,0.05623277967268022,0.06962783583143697,3.4752141408802433,26,41,0.03624505111832414,0.044753779568053036,2.277885110195306,25,40,0.07285350376594439,0.08793485388168856,3.955589966067741,21,33,0.04469930781300967,0.05603424935693856,2.476493641312299,27,39,0.08888655058121564,0.10538270397881265,5.124694825238194,24,30,0.07253924710963708,0.10050207158125686,4.566686724347033,19,38,0.08580269536468371,0.11491926087380314,6.277511280444989,27,57,0,0
0.10616830145501681,0.1514651859540779,7.3453824788837005,24,39,0.04231884431076713,0.05366259104548991,2.920535193687635,28,51,0.032721746703412935,0.041338412337474845,2.235052251080361,27,50,0.07367196902666497,0.0928704353300041,4.06029549521528,23,35,0.0444359688675698,0.05600517522728577,2.7673662570422097,26,35,0.06647443096247757,0.08341113578615351,4.217826674119948,30,37,0.0475994204438849,0.05884486989235561,3.046792295956194,22,39,0.0728662511592387,0.09530352275127883,6.410160575232032,38,74,0,0
0.08417517821633927,0.1257508807292039,5.978093638143038,23,44,0.04642410740218292,0.056545345721994926,3.298774819949145,25,52,0.02919127838106961,0.03607955792115618,2.175769599766589,25,51,0.056921166163462746,0.07769928065816191,3.3821743560668214,23,41,0.037979681514445314,0.0511326078776178,2.3748506107734824,24,35,0.09452505279230977,0.11707637465840075,5.486942323266806,26,33,0.0457756934115602,0.055018913997601226,2.759888051713412,23,38,0.07133990924950986,0.09231461925522945,6.512102227395259,50,87,0,0
