MAV_CH1,RMS_CH1,WL_CH1,ZC_CH1,SSC_CH1,WAMP_CH1,IEMG_CH1,MNF_CH1,MDF_CH1,HJP_CH1,ENT_CH1,CWT_CH1,MAV_CH2,RMS_CH2,WL_CH2,ZC_CH2,SSC_CH2,WAMP_CH2,IEMG_CH2,MNF_CH2,MDF_CH2,HJP_CH2,ENT_CH2,CWT_CH2,MAV_CH3,RMS_CH3,WL_CH3,ZC_CH3,SSC_CH3,WAMP_CH3,IEMG_CH3,MNF_CH3,MDF_CH3,HJP_CH3,ENT_CH3,CWT_CH3,MAV_CH4,RMS_CH4,WL_CH4,ZC_CH4,SSC_CH4,WAMP_CH4,IEMG_CH4,MNF_CH4,MDF_CH4,HJP_CH4,ENT_CH4,CWT_CH4,MAV_CH5,RMS_CH5,WL_CH5,ZC_CH5,SSC_CH5,WAMP_CH5,IEMG_CH5,MNF_CH5,MDF_CH5,HJP_CH5,ENT_CH5,CWT_CH5,MAV_CH6,RMS_CH6,WL_CH6,ZC_CH6,SSC_CH6,WAMP_CH6,IEMG_CH6,MNF_CH6,MDF_CH6,HJP_CH6,ENT_CH6,CWT_CH6,MAV_CH7,RMS_CH7,WL_CH7,ZC_CH7,SSC_CH7,WAMP_CH7,IEMG_CH7,MNF_CH7,MDF_CH7,HJP_CH7,ENT_CH7,CWT_CH7,MAV_CH8,RMS_CH8,WL_CH8,ZC_CH8,SSC_CH8,WAMP_CH8,IEMG_CH8,MNF_CH8,MDF_CH8,HJP_CH8,ENT_CH8,CWT_CH8,Label,SessionID
0.4771911469874581,0.4772804072142458,1.5633113748200005,0,98,88,47.71911469874581,4.108715095075888,0.0,"(8.519634739035296e-05, 1.7940943843696164, 1.9664430388626042)",2.1698800469342348,"[-0.00783607  0.26904294  0.10048892 ...  1.166516    1.09198084
  1.01597702]",0.5671358291792212,0.5671561581235333,0.8791637589671674,0,98,27,56.713582917922125,1.1760203786264884,0.0,"(2.3058958643383203e-05, 1.8916420282357593, 1.9896562438611336)",2.0118301327645347,"[-0.00428899  0.32301319  0.12380139 ...  1.38784561  1.29927628
  1.20943046]",0.47674286548043326,0.47681739417036917,1.5300173439194964,0,98,93,47.67428654804333,2.611521809728554,0.0,"(7.106759692670939e-05, 1.8789886830240405, 1.9872150078092319)",2.0269880514535368,"[-0.00756221  0.26887495  0.10162741 ...  1.16633841  1.0921118
  1.01622147]",0.427763032228039,0.42788460379855786,1.5998237427714215,0,98,82,42.776303222803904,5.879294950370168,0.0,"(0.00010402242692256124, 1.711111551848699, 1.9413903904039744)",2.183468451972289,"[-0.00900649  0.23848432  0.08825746 ...  1.04436027  0.97740419
  0.90906323]",0.42991630070852416,0.42995690389086705,0.5243281218891136,0,52,6,42.991630070852416,5.255685096084683,0.0,"(3.491358851823997e-05, 1.027706550896057, 1.4592914415973905)",2.1018123597147556,"[-0.00131608  0.24461542  0.09190035 ...  1.04916134  0.98109332
  0.91299691]",0.43657443330208373,0.43672465298313123,2.058036882870048,0,98,95,43.65744333020837,4.272660988892343,0.0,"(0.000131186710200873, 1.8963039101649894, 1.9779435839438821)",2.1692994046855043,[0.0050719  0.2477042  0.09656693 ... 1.06755399 0.99778118 0.92956843],0.5023043839151853,0.5736038223884047,50.31342103400636,1,98,99,50.23043839151853,36.44237748154208,0.0,"(0.07671165095817473, 1.8736978371830668, 1.9894522414060833)",2.021965387838865,"[-0.24911311  0.14343017  0.02501576 ...  1.25708278  1.20227402
  1.10345903]",0.45309871090696857,0.49447200616982184,35.9967595011881,0,98,99,45.30987109069686,31.762641608514137,0.0,"(0.03920412306005163, 1.875445309753669, 1.9899646840524328)",2.0353486372011584,"[-0.17311043  0.15866558  0.02658266 ...  1.12899892  1.07614802
  0.99189623]",0,albert_olier1_20250125_182149
0.4774734761548618,0.477522350202669,1.006980964353312,0,90,55,47.74734761548618,4.2388887996151565,0.0,"(4.667451167316589e-05, 1.7037538647267976, 1.9316459691807444)",2.136015777503619,"[-0.00387436  0.2811447   0.10696752 ...  1.1681567   1.09369071
  1.01840778]",0.5671954808575527,0.5672046074554017,0.5531612222661182,0,98,3,56.71954808575527,1.3365117910175044,0.0,"(1.0353213405828684e-05, 1.9041682678019871, 1.9838905463572616)",2.162368934554941,"[-0.00314174  0.32636532  0.12582613 ...  1.38800733  1.29935292
  1.20975033]",0.4768902061012308,0.47692401266594203,0.9645443043688924,0,98,51,47.68902061012308,2.8788407442228237,0.0,"(3.224518210916169e-05, 1.8883887803466655, 1.9799780278552508)",2.182354644647343,"[-0.00523009  0.27555162  0.10564063 ...  1.16690279  1.0925471
  1.01710534]",0.4281464380758613,0.4282268216849189,1.0761844884495897,0,82,54,42.81464380758613,6.223013993112283,0.0,"(6.883837332008361e-05, 1.5485250879333687, 1.8819577538660857)",2.015360740352158,"[-0.00283999  0.25370405  0.09435922 ...  1.04717224  0.98036047
  0.91290571]",0.4302837897494707,0.4303291953583905,0.5274659325982591,0,51,10,43.02837897494707,5.380193206018271,0.0,"(3.907665663314219e-05, 1.020551706281167, 1.4445801819340132)",2.060474113087008,[0.00371261 0.25643357 0.09546566 ... 1.05224536 0.98463891 0.91721288],0.43683921626797045,0.4369167217052243,1.2994940630869558,0,94,64,43.683921626797044,5.035661203898344,0.0,"(6.772083602572954e-05, 1.8102268621837634, 1.9549031442766571)",2.1936254990220414,[0.00627416 0.25439679 0.10042333 ... 1.07032248 1.00133956 0.93350305],0.502363569872345,0.5346420277606512,31.461607262533068,0,98,99,50.236356987234494,48.066213928134694,0.0,"(0.033472941513134555, 1.8920274072073984, 1.9880503641095375)",2.1898463387151548,"[-0.21436143  0.21719401  0.07824318 ...  1.24321942  1.17900741
  1.08767251]",0.45269012575614737,0.47101923681446994,22.48750410750726,0,98,99,45.26901257561474,41.027604883605974,0.0,"(0.01693077149216921, 1.900771471269485, 1.988972720106248)",2.231416548460624,"[-0.14617514  0.23007824  0.08467582 ...  1.11621155  1.05539634
  0.97592763]",0,albert_olier1_20250125_182149
0.47728268027326715,0.4773102974751591,0.5136257343371415,0,64,16,47.72826802732671,4.362180387504011,0.0,"(2.6363186991044642e-05, 1.283231336281651, 1.731655948374946)",1.9342120540029375,"[-0.00685395  0.26949981  0.10787165 ...  1.16751684  1.0927567
  1.01777149]",0.5671555201652276,0.5671582638640711,0.22802229680581365,0,80,0,56.715552016522764,1.2962315160472533,0.0,"(3.1122154173674704e-06, 1.642962225393074, 1.9153336465563637)",2.0210924677909277,"[-0.00290208  0.32407258  0.12622134 ...  1.38776686  1.29894393
  1.20948941]",0.47680972363091073,0.4768209458727298,0.4074589040433202,0,78,7,47.68097236309107,2.8510666415350383,0.0,"(1.0701873979208672e-05, 1.5854728967443998, 1.89218047328617)",1.9964139702425814,"[-0.00512671  0.27105275  0.10642148 ...  1.16662712  1.0919719
  1.01678485]",0.4278661394721299,0.42792539806988117,0.6475997606657724,0,58,26,42.78661394721299,6.489542945194489,0.0,"(5.071300648211308e-05, 1.1694465491262809, 1.6351225927709798)",1.9125163686472795,"[-0.00908435  0.23826546  0.09854579 ...  1.04688864  0.97977736
  0.91259005]",0.4300031064748506,0.4300519668629582,0.5336160636054499,0,46,11,43.000310647485065,5.34583832483329,0.0,"(4.2022624677202705e-05, 0.9965607608405291, 1.387251129380078)",2.069371091117008,"[-0.00494234  0.2405155   0.09902442 ...  1.05218518  0.98460002
  0.91718692]",0.43663862336270276,0.4366791722668847,0.6605420251803567,0,71,22,43.66386233627028,5.184805896970587,0.0,"(3.541207961538723e-05, 1.375763742668642, 1.7908058510672014)",2.0574997081750315,[0.0015679  0.24599804 0.09767579 ... 1.06967539 1.0013081  0.93340903],0.5027439730864122,0.5099884723304647,12.219889652832324,0,93,94,50.27439730864121,45.27876224291602,0.0,"(0.007336739435250175, 1.8137389791092933, 1.968577925907353)",2.0330967893367444,"[-0.12858562  0.24606219  0.09370714 ...  1.23557311  1.16170306
  1.07879921]",0.4535349956158208,0.4577261105417903,8.793252551483832,0,89,91,45.353499561582076,38.37022042354785,0.0,"(0.003819200023472572, 1.8008587910399418, 1.9669575994687425)",2.0337726369110922,"[-0.09279058  0.22284989  0.08643873 ...  1.11357734  1.0455492
  0.97178385]",0,albert_olier1_20250125_182149
0.4772463196566015,0.4772670697031379,0.4414664324414518,0,58,8,47.72463196566015,3.858128113984778,0.0,"(1.980619724892678e-05, 1.2463913856600823, 1.6667472938469434)",2.1049027535797222,[0.00190983 0.27787866 0.10546716 ... 1.16928942 1.0939324  1.01834114],0.5671568847424389,0.567158504385105,0.17587927960656335,0,77,0,56.71568847424389,0.9928232118446986,0.0,"(1.8371856009658836e-06, 1.5753549085540004, 1.8889192553606855)",2.0317150635910735,"[-3.84731097e-05  3.25998870e-01  1.25694467e-01 ...  1.38811260e+00
  1.29906709e+00  1.20955178e+00]",0.47680665221364804,0.47681390200571083,0.31723106334335205,0,75,0,47.680665221364805,2.280428540343646,0.0,"(6.9135507247805745e-06, 1.484964700931354, 1.8489919095274974)",2.06720315786117,"[1.98747790e-04 2.74447987e-01 1.04985666e-01 ... 1.16749022e+00
 1.09243017e+00 1.01706932e+00]",0.4277965930810528,0.42784292206243274,0.5801079220950089,0,50,20,42.77965930810528,6.008503457876326,0.0,"(3.964090716497733e-05, 1.1672322908935484, 1.5918266473305511)",2.0756834466794354,[0.0026617  0.24840547 0.09266024 ... 1.04914815 0.98128444 0.91326457],0.4299317371465498,0.42997283924947916,0.5389005375111882,0,49,11,42.99317371465498,5.647256781849968,0.0,"(3.534388640845167e-05, 1.0860013222257037, 1.4638826237592353)",2.1878197087412694,[0.00374135 0.25054196 0.09344782 ... 1.05475586 0.98665229 0.91821841],0.43645001378519444,0.4364882495344521,0.570072705562408,0,65,14,43.645001378519446,4.652561579221433,0.0,"(3.337744855362592e-05, 1.2013919359819027, 1.6801123904078703)",2.0528559912945945,[0.00301805 0.25602802 0.09936867 ... 1.07054688 1.00210156 0.93331099],0.5033008032810776,0.5067523351863021,9.447303987784483,0,93,94,50.33008032810776,31.95052364538031,0.0,"(0.003486230633392406, 1.8723385878061738, 1.9804761677230571)",2.2928979751307472,"[-0.03625083  0.25406719  0.09220934 ...  1.23256241  1.15152095
  1.07501368]",0.453911056058669,0.455916478148654,6.788396900331436,0,89,91,45.3911056058669,27.589354991853252,0.0,"(0.0018245882351759712, 1.8538244445715821, 1.976402443641071)",2.264369527407177,"[-0.0257154   0.23932677  0.08847954 ...  1.11120911  1.03779061
  0.96803328]",0,albert_olier1_20250125_182149
0.4773769688719563,0.4774015183382861,0.5770475949291949,0,72,20,47.73769688719563,3.631026254677742,0.0,"(2.3439302324193546e-05, 1.4372458915128945, 1.7949041090301823)",1.9884284968209813,[0.00341406 0.27770227 0.10084093 ... 1.16941134 1.09446614 1.01941506],0.5671919619328921,0.5671945963952129,0.2847413620553976,0,96,0,56.719196193289214,0.7655368598157909,0.0,"(2.9884986450183907e-06, 1.7900801116895289, 1.9498141279205776)",2.179077401678321,"[1.08647936e-03 3.26192176e-01 1.24725165e-01 ... 1.38815357e+00
 1.29915701e+00 1.20978073e+00]",0.47686825012218675,0.47687931630804875,0.4962768141311612,0,96,0,47.68682501221868,1.8447739002412928,0.0,"(1.0554347835697105e-05, 1.702197776543113, 1.927117915519825)",2.1180446052024573,[0.00196008 0.27497935 0.10349685 ... 1.16743344 1.09255309 1.01753027],0.4279437314848284,0.4279965136773635,0.696541752017199,0,58,27,42.79437314848284,5.725245122744966,0.0,"(4.517840281875037e-05, 1.2983564541078636, 1.7113223353109672)",2.0257865195862035,[0.00421906 0.25001376 0.08761775 ... 1.04899616 0.98185971 0.91454141],0.430030287490889,0.4300725857872709,0.5632829911082516,0,52,14,43.0030287490889,5.5679818722341805,0.0,"(3.6380886252926624e-05, 1.1307878999681642, 1.5193844717848755)",2.1275366543239906,[0.00303533 0.25190801 0.08893725 ... 1.0540887  0.98682782 0.91904962],0.4365291323591764,0.4365742523268123,0.696520116912156,0,80,31,43.65291323591764,3.409209183105679,0.0,"(3.939439645993029e-05, 1.3278547655469692, 1.8113400300989315)",2.1696730689620325,"[2.67734895e-04 2.55707922e-01 9.61041870e-02 ... 1.06972630e+00
 1.00187456e+00 9.33493259e-01]",0.5038509023619092,0.5108803799251195,16.3623706922558,0,98,99,50.385090236190926,12.89138677147959,0.0,"(0.007133030781524287, 1.9843990081437561, 2.0004972021086758)",1.7593995011910177,[0.03228751 0.25609435 0.08736418 ... 1.23242359 1.14777219 1.07440448],0.4540831077663966,0.4581423300519053,11.695287612390828,0,98,99,45.40831077663966,13.208829052952389,0.0,"(0.003702925826600003, 1.9727120139459082, 1.9970806094375564)",1.9251415893787933,[0.02914756 0.23861868 0.07219006 ... 1.11095253 1.03466547 0.96664296],0,albert_olier1_20250125_182149
0.4772751876747537,0.47730394338196996,0.5989480689899983,0,70,24,47.72751876747537,3.5645548698836307,0.0,"(2.7449598007528788e-05, 1.3822723039351423, 1.7655885254039438)",2.0402791678992793,[0.00654085 0.27592666 0.10202901 ... 1.16910368 1.09445628 1.01937092],0.5671752035091339,0.5671780395634443,0.2944791177127284,0,98,0,56.71752035091338,0.7407110118266993,0.0,"(3.2170874044872804e-06, 1.7792280310990096, 1.9423079639562666)",2.197163204722779,[0.00212065 0.32560427 0.12477395 ... 1.38811076 1.29919215 1.2098149 ],0.47681350464900973,0.4768254223696973,0.5122328663768081,0,96,0,47.68135046490097,1.7803586048903073,0.0,"(1.1365202369026171e-05, 1.69051209989151, 1.9191195903301619)",2.1284943881176224,[0.00392803 0.27379737 0.10350553 ... 1.16712175 1.09238128 1.01734496],0.4277995199069561,0.42786135173266565,0.7615944406354092,0,65,35,42.77995199069561,5.809513471887432,0.0,"(5.2907073881696415e-05, 1.272689373651988, 1.6730727328310715)",2.058682541160018,[0.00861705 0.24610649 0.08805853 ... 1.04878179 0.98193399 0.91443167],0.4298884223109546,0.42994042447840475,0.6177585135250394,0,53,19,42.98884223109546,5.717170150782907,0.0,"(4.471296366920859e-05, 1.109933808845044, 1.4820528451322637)",2.146086771255397,[0.00674021 0.24805926 0.08896753 ... 1.05417685 0.98721329 0.91920643],0.4365058014432128,0.43655447643031897,0.7091496046454084,0,82,29,43.65058014432128,3.203994305565988,0.0,"(4.2496197768302224e-05, 1.2894697798895263, 1.8126659153551197)",2.217419935482745,"[6.36731103e-04 2.55770084e-01 9.78082507e-02 ... 1.06982637e+00
 1.00227991e+00 9.33868850e-01]",0.5042604530914621,0.5115827257714775,16.949995910910634,0,98,99,50.426045309146204,8.574682600389488,0.0,"(0.007438280755768153, 1.9968548734159248, 2.0011500012079355)",1.4555865973270457,[0.06521279 0.25938056 0.08593592 ... 1.23356293 1.14851556 1.07527829],0.45467615993868427,0.4589033754248925,12.152076206222882,0,98,99,45.46761599386843,9.402267069051632,0.0,"(0.0038618975597717446, 1.9885268225458055, 2.0004098751214303)",1.7011331681700392,[0.04380642 0.23523854 0.0839682  ... 1.11153727 1.03636651 0.96925271],0,albert_olier1_20250125_182149
0.4771425294180044,0.47716865007488757,0.49790364648812296,0,63,15,47.71425294180044,3.89055992224543,0.0,"(2.492723487936432e-05, 1.2505666734360592, 1.6791312107209584)",2.0261299595324207,[0.00369477 0.27884453 0.10634257 ... 1.16680973 1.09216551 1.0168749 ],0.5671439611604421,0.5671459217157166,0.21305089092523133,0,91,0,56.71439611604421,0.859128599704439,0.0,"(2.223838012774508e-06, 1.6589345105390945, 1.9085154924218868)",2.0860448336485264,[0.00140744 0.32607814 0.12575024 ... 1.3875276  1.29863487 1.20919655],0.47676087642623477,0.47676953050402365,0.37707755646103747,0,89,0,47.67608764262348,2.0362485619269033,0.0,"(8.25192631566837e-06, 1.5639285023575513, 1.873769456424821)",2.062386156593315,[0.00273183 0.27524241 0.10540996 ... 1.16609207 1.09134556 1.01615483],0.42760232047652846,0.42765934832852487,0.6887279796699559,0,61,30,42.76023204765285,6.269777907993301,0.0,"(4.87737358668142e-05, 1.204489118790924, 1.6014717636911864)",2.0550374488314884,[0.00472432 0.25045822 0.09345418 ... 1.04478903 0.97813871 0.91048343],0.4297102080317774,0.4297604361070697,0.627409847327952,0,51,18,42.97102080317774,5.9891364508936045,0.0,"(4.316955622536349e-05, 1.1156878148875602, 1.482315710509309)",2.130544138549611,[0.00210358 0.25229124 0.09540385 ... 1.05024406 0.98339586 0.91531982],0.43636707021522325,0.4364031382689098,0.5840913052957702,0,70,13,43.63670702152233,3.725355504564563,0.0,"(3.147912273559347e-05, 1.2668384402057782, 1.7518221546615234)",2.1624079069241198,"[-0.00248035  0.25442531  0.10119768 ...  1.06845028  1.00051887
  0.93192172]",0.5044765398247982,0.5086301881183541,12.297368367127756,0,98,99,50.44765398247983,16.48902919612898,0.0,"(0.004208089031711057, 1.9971321173809886, 1.9990393671533309)",2.0400074549586726,[0.06598718 0.26575749 0.08945606 ... 1.23482595 1.15144225 1.07640731],0.4549308180695717,0.45730529293441746,8.778013944163902,0,98,99,45.49308180695717,14.888917853172352,0.0,"(0.0021660817163835725, 1.9927225339574863, 1.9992704380691186)",2.0958592730487124,[0.04201189 0.23452861 0.08448102 ... 1.11419314 1.03980029 0.97106767],0,albert_olier1_20250125_182149
0.4772067374676958,0.4772261545889105,0.43077453763434925,0,63,4,47.720673746769585,3.7975949442097394,0.0,"(1.8532339156380875e-05, 1.2092653801866964, 1.637688201722283)",2.1422219397219844,"[-1.74560536e-04  2.73014553e-01  1.07564678e-01 ...  1.16740461e+00
  1.09240298e+00  1.01674897e+00]",0.5671678186674697,0.5671688610400093,0.13182486966595264,0,73,0,56.71678186674697,0.8283283976066833,0.0,"(1.1824014054984327e-06, 1.4881236087071366, 1.829999977338464)",2.0949470539824566,"[4.64841315e-04 3.25418478e-01 1.26281706e-01 ... 1.38780620e+00
 1.29886262e+00 1.20931731e+00]",0.4768159762211031,0.4768210483847991,0.25264290458827254,0,73,0,47.68159762211031,1.9972762798987378,0.0,"(4.837003095429595e-06, 1.4100485573312076, 1.7815367936116953)",2.103286730158698,"[5.82030172e-04 2.73212446e-01 1.06587477e-01 ... 1.16659619e+00
 1.09174514e+00 1.01635892e+00]",0.4277030286730612,0.4277475452504553,0.6234495507938246,0,60,20,42.77030286730612,5.991255805390256,0.0,"(3.8081731680889606e-05, 1.202291041539441, 1.6015285376133352)",2.0878803370140258,"[-7.02828364e-04  2.44077297e-01  9.65173236e-02 ...  1.04571901e+00
  9.78422217e-01  9.10226430e-01]",0.4297811678683171,0.42982148781314944,0.5919265132132205,0,56,13,42.97811678683171,5.727412809051204,0.0,"(3.465913165472806e-05, 1.1600801590388883, 1.545834746889782)",2.021974015655105,"[-0.00176416  0.24567023  0.09680792 ...  1.05096529  0.98347623
  0.91499287]",0.436498770720505,0.4365299869611278,0.42237089072147155,0,53,6,43.6498770720505,3.7068432071387565,0.0,"(2.7252675770381127e-05, 1.0153685581794718, 1.5533887252058924)",2.1072884577181554,"[-0.00272814  0.25180977  0.10204167 ...  1.0705376   1.00226642
  0.93346335]",0.5045178124880962,0.5057292447350432,5.767759637503074,0,97,87,50.451781248809624,17.12870881022483,0.0,"(0.001223845862503449, 1.9914534678467617, 1.993069385461249)",2.27878055516117,[0.04653923 0.27407172 0.09639881 ... 1.23559128 1.15461152 1.07711519],0.4550229279055301,0.4557285227766708,4.165929951780593,0,92,86,45.502292790553014,14.711160481462924,0.0,"(0.0006426215524853361, 1.9626049472555405, 1.9917068990898066)",2.2785013745864218,[0.02777258 0.25014892 0.09794698 ... 1.1163638  1.04396073 0.97411505],0,albert_olier1_20250125_182149
0.4772280571771492,0.47724778545872715,0.392959502670438,0,59,1,47.72280571771492,3.589788876718774,0.0,"(1.8830168182837822e-05, 1.0877654222222126, 1.5378884307839147)",2.0064449947622682,[0.00308747 0.27653294 0.10033651 ... 1.16656808 1.09160798 1.01585483],0.5671798236632232,0.5671806111664675,0.0933650532963648,0,59,0,56.71798236632232,0.7472221259435501,0.0,"(8.933125226611003e-07, 1.2082279385842534, 1.6399650775664525)",2.009853944836178,"[8.26950164e-04 3.26024882e-01 1.24716641e-01 ... 1.38769443e+00
 1.29879470e+00 1.20923424e+00]",0.47682171692863173,0.47682631441245676,0.19671535646792715,0,59,0,47.68217169286317,1.8324256271421315,0.0,"(4.384381398994159e-06, 1.138366791920035, 1.5935404585951465)",2.052879437974196,[0.00163781 0.27480687 0.10320469 ... 1.16618616 1.09141879 1.01601007],0.4277876524306172,0.4278349403074639,0.5891883629717682,0,59,16,42.77876524306172,5.708850140436863,0.0,"(4.0460575792591445e-05, 1.1044606359622315, 1.533097804860905)",2.003050860886539,[0.00376473 0.24746391 0.08588622 ... 1.04496957 0.97766945 0.90949941],0.4298726074780264,0.42991670341596694,0.5651124549257445,0,59,11,42.987260747802644,5.339886405374538,0.0,"(3.791321609516018e-05, 1.0854401835135323, 1.5173270743614102)",2.048502487526682,[0.00323615 0.24934439 0.0870087  ... 1.05043667 0.98279336 0.9143152 ],0.4364015982860922,0.4364337630320102,0.35887526371019657,0,47,4,43.64015982860922,3.2190120975126058,0.0,"(2.8074527624969207e-05, 0.8484908977084603, 1.3667752032985496)",2.130372547465855,"[7.11480975e-04 2.51199411e-01 9.46269155e-02 ... 1.06830834e+00
 1.00009306e+00 9.31457573e-01]",0.5044446055640349,0.5046453726141982,2.4114502570275422,0,97,80,50.44446055640349,12.869536064848361,0.0,"(0.0002025920182681163, 1.9754472567417234, 1.9792427417641167)",2.216950587897624,[0.02042169 0.28222069 0.10420059 ... 1.23570305 1.15683798 1.07720698],0.4550785681113569,0.45525284000481264,1.8286701044808171,0,91,71,45.50785681113569,12.91386370096837,0.0,"(0.00015864517816458737, 1.7496107922574675, 1.9389208709143662)",2.0061429875158545,[0.02090161 0.26609828 0.09032685 ... 1.11954751 1.04948447 0.97854518],0,albert_olier1_20250125_182149
0.47741095555855656,0.4774314974181795,0.39314339088783345,0,57,5,47.74109555585566,3.7745238533668934,0.0,"(1.9614239631143798e-05, 1.1322353131640464, 1.548559148316054)",1.9813043869417462,[0.0016258  0.26779229 0.09592694 ... 1.16875217 1.09349512 1.01816774],0.5672015840484441,0.5672024756169108,0.10064444720455668,0,61,0,56.72015840484441,0.7395557663514519,0.0,"(1.0113988880803472e-06, 1.2903038599160024, 1.6871051554555232)",1.9368731488904876,"[4.14963186e-04 3.24438533e-01 1.23788781e-01 ... 1.38813659e+00
 1.29918170e+00 1.20967989e+00]",0.4768884971090263,0.4768937227729628,0.20641181939114134,0,55,0,47.68884971090263,1.895430084133084,0.0,"(4.984145349769393e-06, 1.2035824050974895, 1.6366116549981824)",1.9870120947435472,"[7.95995590e-04 2.70748029e-01 1.00940339e-01 ... 1.16725856e+00
 1.09235516e+00 1.01707780e+00]",0.42809389521826735,0.42814503828743533,0.5946305112462207,0,57,19,42.80938952182674,6.134045938653726,0.0,"(4.379068700053963e-05, 1.1318734217686754, 1.5382439185544126)",2.028099460749817,[0.00289396 0.23572412 0.0785783  ... 1.04880893 0.98130039 0.91386588],0.4301567410773511,0.43020298162156034,0.5731454579881277,0,57,16,43.01567410773511,5.859738621402462,0.0,"(3.9783501793289044e-05, 1.1172804861177592, 1.5150201622075954)",2.0782389936079126,[0.00285972 0.23740659 0.07974327 ... 1.05385614 0.98598623 0.91827552],0.4364393786192992,0.4364656068651875,0.3459754864006314,0,47,1,43.64393786192992,3.3425554564382423,0.0,"(2.2894766596495957e-05, 0.8805647018875465, 1.4635816266151735)",2.1404153434604076,[0.00187157 0.24459451 0.0904031  ... 1.07007523 1.00114004 0.93248213],0.5043264822505333,0.5046903828065459,3.5467117558384316,0,98,93,50.432648225053335,6.426226021863626,0.0,"(0.0003671817982201745, 1.999482890337312, 2.0012827266090665)",2.072187220562242,"[-0.00193009  0.28847919  0.11066882 ...  1.23530914  1.15772713
  1.07680594]",0.4541731502296318,0.4544463965893575,2.5505968906773044,0,98,84,45.41731502296318,8.931276579812602,0.0,"(0.0002482769835438324, 1.8139741376016147, 1.973248997690222)",2.1022372829152545,"[5.64679949e-04 2.58766039e-01 9.65933580e-02 ... 1.11229379e+00
 1.04274718e+00 9.70614398e-01]",0,albert_olier1_20250125_182149
