file_name,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,std_0,std_1,std_2,std_3,std_4,std_5,std_6,std_7
recorded_data.csv,-0.7180198143249668,-0.46840120669048774,-0.19355353931606376,0.3055812458381187,1.0068573711127906,0.3791310068653952,-0.11214862717656605,-1.2213805170573373,1498.0171117552907,2749.8077673539815,1904.0982851125052,2044.2912760243098,2475.801683711687,2835.318645463697,3005.4100554080765,6957.094700272644
