N,EMG_0,EMG_1,EMG_2,EMG_3,EMG_4,EMG_5,EMG_6,EMG_7,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,VBAT
4781,222836.0,117939.0,-51680.0,188686.0,290536.0,612848.0,210298.0,264913.0,7869.0,3475.0,14311.0,400.0,-2823.0,281.0,3649.0
4782,223021.0,117961.0,-51541.0,189200.0,290046.0,612428.0,210563.0,264510.0,7869.0,3475.0,14311.0,400.0,-2823.0,281.0,3649.0
4783,223075.0,118090.0,-51326.0,189574.0,289586.0,612528.0,211057.0,263909.0,7869.0,3475.0,14311.0,400.0,-2823.0,281.0,3649.0
4784,223082.0,117912.0,-51222.0,189749.0,289354.0,612061.0,210971.0,263798.0,7869.0,3475.0,14311.0,400.0,-2823.0,281.0,3649.0
4785,223056.0,117984.0,-51199.0,190641.0,289458.0,611751.0,210811.0,263396.0,7869.0,3475.0,14311.0,400.0,-2823.0,281.0,3649.0
4786,222931.0,118081.0,-51251.0,190306.0,289263.0,612307.0,211005.0,263038.0,7869.0,3475.0,14311.0,400.0,-2823.0,281.0,3649.0
4787,222568.0,117981.0,-50837.0,189022.0,289473.0,613056.0,211141.0,262783.0,7869.0,3475.0,14311.0,400.0,-2823.0,281.0,3649.0
4788,222436.0,117783.0,-51635.0,188344.0,290699.0,613041.0,211129.0,262469.0,7869.0,3475.0,14311.0,400.0,-2823.0,281.0,3649.0
4789,222132.0,117353.0,-52732.0,188615.0,291150.0,612734.0,210957.0,262112.0,7869.0,3475.0,14311.0,400.0,-2823.0,281.0,3649.0
4790,221761.0,117576.0,-51742.0,189541.0,290038.0,612804.0,210813.0,261798.0,7869.0,3475.0,14311.0,400.0,-2823.0,281.0,3649.0
4791,221754.0,117977.0,-51166.0,189849.0,290352.0,612965.0,210939.0,261702.0,8022.0,3828.0,14334.0,2576.0,-3758.0,278.0,3649.0
4792,221929.0,118138.0,-51424.0,189440.0,290553.0,613208.0,211056.0,261610.0,8022.0,3828.0,14334.0,2576.0,-3758.0,278.0,3649.0
4793,222451.0,118288.0,-51534.0,189392.0,290539.0,613424.0,211163.0,261555.0,8022.0,3828.0,14334.0,2576.0,-3758.0,278.0,3649.0
4794,222383.0,118089.0,-51408.0,189743.0,290381.0,613224.0,211057.0,261235.0,8022.0,3828.0,14334.0,2576.0,-3758.0,278.0,3649.0
4795,222205.0,117959.0,-51367.0,189556.0,290181.0,612821.0,210821.0,260795.0,8022.0,3828.0,14334.0,2576.0,-3758.0,278.0,3649.0
4796,221958.0,117998.0,-51310.0,189624.0,289978.0,612691.0,210861.0,260438.0,8022.0,3828.0,14334.0,2576.0,-3758.0,278.0,3649.0
4797,221699.0,117978.0,-51286.0,189618.0,289993.0,612783.0,211018.0,260228.0,8022.0,3828.0,14334.0,2576.0,-3758.0,278.0,3649.0
4798,221815.0,118269.0,-50942.0,189934.0,290326.0,613081.0,211234.0,260078.0,8022.0,3828.0,14334.0,2576.0,-3758.0,278.0,3649.0
4799,221879.0,118413.0,-51074.0,189917.0,290267.0,613031.0,211279.0,259809.0,8022.0,3828.0,14334.0,2576.0,-3758.0,278.0,3649.0
4800,221623.0,118184.0,-51302.0,189638.0,290016.0,612899.0,211274.0,259533.0,8022.0,3828.0,14334.0,2576.0,-3758.0,278.0,3649.0
4801,221193.0,117743.0,-51557.0,189408.0,289908.0,612754.0,211133.0,259118.0,8165.0,4031.0,13907.0,2758.0,-4247.0,743.0,3649.0
4802,221123.0,117844.0,-51501.0,189561.0,289998.0,612771.0,211088.0,258823.0,8165.0,4031.0,13907.0,2758.0,-4247.0,743.0,3649.0
4803,221223.0,118161.0,-51265.0,189749.0,290161.0,612940.0,211265.0,258731.0,8165.0,4031.0,13907.0,2758.0,-4247.0,743.0,3649.0
4804,220886.0,117961.0,-51454.0,189548.0,289938.0,612719.0,211119.0,258307.0,8165.0,4031.0,13907.0,2758.0,-4247.0,743.0,3649.0
4805,220754.0,117966.0,-51427.0,189579.0,289938.0,612696.0,211166.0,258046.0,8165.0,4031.0,13907.0,2758.0,-4247.0,743.0,3649.0
4806,220756.0,118196.0,-51226.0,189765.0,290075.0,612783.0,211291.0,257814.0,8165.0,4031.0,13907.0,2758.0,-4247.0,743.0,3649.0
4807,220723.0,118498.0,-50901.0,190101.0,290370.0,613045.0,211583.0,257705.0,8165.0,4031.0,13907.0,2758.0,-4247.0,743.0,3649.0
4808,220353.0,118523.0,-50879.0,190114.0,290356.0,613019.0,211658.0,257444.0,8165.0,4031.0,13907.0,2758.0,-4247.0,743.0,3649.0
4809,220146.0,118373.0,-51091.0,189873.0,290104.0,612751.0,211516.0,257077.0,8165.0,4031.0,13907.0,2758.0,-4247.0,743.0,3649.0
4810,220165.0,118374.0,-51087.0,189877.0,290126.0,612794.0,211650.0,256932.0,8165.0,4031.0,13907.0,2758.0,-4247.0,743.0,3649.0
4811,220105.0,118259.0,-51209.0,189776.0,290065.0,612746.0,211559.0,256601.0,8612.0,3720.0,13592.0,3954.0,-3088.0,1248.0,3649.0
4812,220254.0,118641.0,-50907.0,190070.0,290366.0,613060.0,211761.0,256469.0,8612.0,3720.0,13592.0,3954.0,-3088.0,1248.0,3649.0
4813,220178.0,118734.0,-50803.0,190156.0,290416.0,613090.0,211803.0,256253.0,8612.0,3720.0,13592.0,3954.0,-3088.0,1248.0,3649.0
4814,219804.0,118487.0,-51026.0,189951.0,290199.0,612878.0,211593.0,255767.0,8612.0,3720.0,13592.0,3954.0,-3088.0,1248.0,3649.0
4815,219619.0,118426.0,-51090.0,189919.0,290189.0,612874.0,211639.0,255494.0,8612.0,3720.0,13592.0,3954.0,-3088.0,1248.0,3649.0
4816,219543.0,118493.0,-51025.0,189975.0,290229.0,612852.0,211626.0,255240.0,8612.0,3720.0,13592.0,3954.0,-3088.0,1248.0,3649.0
4817,219612.0,118749.0,-50752.0,190214.0,290456.0,613063.0,211808.0,255100.0,8612.0,3720.0,13592.0,3954.0,-3088.0,1248.0,3649.0
4818,219495.0,118822.0,-50657.0,190354.0,290628.0,613261.0,211951.0,254894.0,8612.0,3720.0,13592.0,3954.0,-3088.0,1248.0,3649.0
4819,219384.0,118727.0,-50800.0,190208.0,290549.0,613236.0,212029.0,254724.0,8612.0,3720.0,13592.0,3954.0,-3088.0,1248.0,3649.0
4820,219353.0,118823.0,-50750.0,190221.0,290569.0,613254.0,211993.0,254443.0,8612.0,3720.0,13592.0,3954.0,-3088.0,1248.0,3649.0
4821,219226.0,118791.0,-50794.0,190163.0,290531.0,613204.0,211870.0,254163.0,8810.0,3359.0,13389.0,5505.0,-3282.0,1222.0,3649.0
4822,218944.0,118760.0,-50816.0,190116.0,290469.0,613114.0,211785.0,253748.0,8810.0,3359.0,13389.0,5505.0,-3282.0,1222.0,3649.0
4823,218879.0,118912.0,-50621.0,190308.0,290739.0,613494.0,212063.0,253681.0,8810.0,3359.0,13389.0,5505.0,-3282.0,1222.0,3649.0
4824,218671.0,118422.0,-51012.0,189983.0,290554.0,613434.0,212061.0,253563.0,8810.0,3359.0,13389.0,5505.0,-3282.0,1222.0,3649.0
4825,218523.0,118173.0,-51325.0,189681.0,290261.0,613178.0,211858.0,253196.0,8810.0,3359.0,13389.0,5505.0,-3282.0,1222.0,3649.0
4826,218491.0,118206.0,-51241.0,189741.0,290290.0,613228.0,211798.0,252940.0,8810.0,3359.0,13389.0,5505.0,-3282.0,1222.0,3649.0
4827,218203.0,118441.0,-50949.0,190018.0,290558.0,613527.0,212034.0,252841.0,8810.0,3359.0,13389.0,5505.0,-3282.0,1222.0,3649.0
4828,217793.0,118481.0,-50902.0,190061.0,290626.0,613682.0,212076.0,252604.0,8810.0,3359.0,13389.0,5505.0,-3282.0,1222.0,3649.0
4829,217871.0,118421.0,-51046.0,189859.0,290370.0,613460.0,211913.0,252397.0,8810.0,3359.0,13389.0,5505.0,-3282.0,1222.0,3649.0
4830,218110.0,118688.0,-50805.0,190072.0,290504.0,613607.0,212004.0,252404.0,8810.0,3359.0,13389.0,5505.0,-3282.0,1222.0,3649.0
4831,217964.0,118692.0,-50806.0,190061.0,290508.0,613696.0,211873.0,252034.0,8612.0,3375.0,13360.0,6515.0,-4669.0,1103.0,3649.0
4832,217676.0,118522.0,-50852.0,190083.0,290642.0,613980.0,212190.0,252033.0,8612.0,3375.0,13360.0,6515.0,-4669.0,1103.0,3649.0
4833,217662.0,118438.0,-50989.0,189900.0,290478.0,613891.0,212284.0,252015.0,8612.0,3375.0,13360.0,6515.0,-4669.0,1103.0,3649.0
4834,217551.0,118352.0,-51170.0,189665.0,290205.0,613639.0,211881.0,251572.0,8612.0,3375.0,13360.0,6515.0,-4669.0,1103.0,3649.0
4835,217488.0,118576.0,-50984.0,189842.0,290344.0,613793.0,211865.0,251231.0,8612.0,3375.0,13360.0,6515.0,-4669.0,1103.0,3649.0
4836,217176.0,118609.0,-50840.0,189991.0,290554.0,614100.0,212139.0,251178.0,8612.0,3375.0,13360.0,6515.0,-4669.0,1103.0,3649.0
4837,216823.0,118491.0,-50931.0,189877.0,290361.0,613918.0,212094.0,250978.0,8612.0,3375.0,13360.0,6515.0,-4669.0,1103.0,3649.0
4838,216652.0,118706.0,-50699.0,190068.0,290456.0,614013.0,212139.0,250862.0,8612.0,3375.0,13360.0,6515.0,-4669.0,1103.0,3649.0
4839,216708.0,118640.0,-50622.0,190213.0,290669.0,614313.0,212199.0,250798.0,8612.0,3375.0,13360.0,6515.0,-4669.0,1103.0,3649.0
4840,217141.0,118499.0,-50744.0,190106.0,290610.0,614376.0,212203.0,250673.0,8612.0,3375.0,13360.0,6515.0,-4669.0,1103.0,3649.0
4841,217062.0,118533.0,-50840.0,189977.0,290475.0,614334.0,212078.0,250316.0,8379.0,3966.0,13303.0,6776.0,-6982.0,942.0,3649.0
4842,216781.0,118491.0,-50884.0,189944.0,290467.0,614396.0,211709.0,249873.0,8379.0,3966.0,13303.0,6776.0,-6982.0,942.0,3649.0
4843,216602.0,118537.0,-50762.0,190112.0,290773.0,614882.0,211783.0,249812.0,8379.0,3966.0,13303.0,6776.0,-6982.0,942.0,3649.0
4844,216639.0,118678.0,-50783.0,189989.0,290522.0,614574.0,211418.0,249521.0,8379.0,3966.0,13303.0,6776.0,-6982.0,942.0,3649.0
4845,216542.0,118845.0,-50554.0,190206.0,290634.0,614620.0,211088.0,249621.0,8379.0,3966.0,13303.0,6776.0,-6982.0,942.0,3649.0
4846,216218.0,118609.0,-50779.0,189952.0,290348.0,614296.0,210530.0,249543.0,8379.0,3966.0,13303.0,6776.0,-6982.0,942.0,3649.0
4847,215956.0,119027.0,-50474.0,190166.0,290483.0,614417.0,210236.0,249240.0,8379.0,3966.0,13303.0,6776.0,-6982.0,942.0,3649.0
4848,215476.0,119095.0,-50309.0,190404.0,290816.0,614796.0,210848.0,248953.0,8379.0,3966.0,13303.0,6776.0,-6982.0,942.0,3649.0
4849,215394.0,118443.0,-50649.0,190197.0,290763.0,614816.0,212998.0,249007.0,8379.0,3966.0,13303.0,6776.0,-6982.0,942.0,3649.0
4850,215678.0,118120.0,-50978.0,189842.0,290419.0,614575.0,213225.0,249068.0,8379.0,3966.0,13303.0,6776.0,-6982.0,942.0,3649.0
4851,215051.0,118058.0,-51026.0,189818.0,290457.0,614713.0,213259.0,248839.0,8485.0,4729.0,13217.0,7849.0,-9739.0,789.0,3649.0
4852,215368.0,118473.0,-50834.0,189939.0,290545.0,614867.0,213412.0,248867.0,8485.0,4729.0,13217.0,7849.0,-9739.0,789.0,3649.0
4853,215236.0,118679.0,-50662.0,190071.0,290623.0,614989.0,213277.0,248875.0,8485.0,4729.0,13217.0,7849.0,-9739.0,789.0,3649.0
4854,214908.0,118516.0,-50819.0,189916.0,290429.0,614793.0,212854.0,248814.0,8485.0,4729.0,13217.0,7849.0,-9739.0,789.0,3649.0
4855,214854.0,118547.0,-50817.0,189951.0,290407.0,614726.0,212650.0,248933.0,8485.0,4729.0,13217.0,7849.0,-9739.0,789.0,3649.0
4856,214951.0,118907.0,-50549.0,190216.0,290571.0,614868.0,212638.0,249063.0,8485.0,4729.0,13217.0,7849.0,-9739.0,789.0,3649.0
4857,214738.0,118915.0,-50624.0,190114.0,290454.0,614791.0,212428.0,248936.0,8485.0,4729.0,13217.0,7849.0,-9739.0,789.0,3649.0
4858,214652.0,118993.0,-50569.0,190193.0,290540.0,614877.0,212348.0,249008.0,8485.0,4729.0,13217.0,7849.0,-9739.0,789.0,3649.0
4859,214876.0,119298.0,-50361.0,190381.0,290684.0,614996.0,212448.0,249325.0,8485.0,4729.0,13217.0,7849.0,-9739.0,789.0,3649.0
4860,214973.0,119454.0,-50334.0,190367.0,290651.0,614893.0,212332.0,249362.0,8485.0,4729.0,13217.0,7849.0,-9739.0,789.0,3649.0
4861,214751.0,119375.0,-50472.0,190226.0,290549.0,614694.0,212124.0,249213.0,9539.0,4841.0,12318.0,7680.0,-8815.0,-2713.0,3649.0
4862,214835.0,119674.0,-50207.0,190484.0,290856.0,614901.0,212229.0,249396.0,9539.0,4841.0,12318.0,7680.0,-8815.0,-2713.0,3649.0
4863,215077.0,120024.0,-49952.0,190719.0,291135.0,615096.0,212213.0,249461.0,9539.0,4841.0,12318.0,7680.0,-8815.0,-2713.0,3649.0
4864,214770.0,119978.0,-50032.0,190603.0,291079.0,615016.0,212174.0,249308.0,9539.0,4841.0,12318.0,7680.0,-8815.0,-2713.0,3649.0
4865,214136.0,119634.0,-50239.0,190425.0,291004.0,615000.0,212102.0,249155.0,9539.0,4841.0,12318.0,7680.0,-8815.0,-2713.0,3649.0
4866,214097.0,119823.0,-50085.0,190457.0,291001.0,615001.0,212141.0,249104.0,9539.0,4841.0,12318.0,7680.0,-8815.0,-2713.0,3649.0
4867,213676.0,119774.0,-50145.0,190310.0,290838.0,614880.0,212133.0,248853.0,9539.0,4841.0,12318.0,7680.0,-8815.0,-2713.0,3649.0
4868,213189.0,119968.0,-49858.0,190546.0,291098.0,615208.0,212490.0,248628.0,9539.0,4841.0,12318.0,7680.0,-8815.0,-2713.0,3649.0
4869,212886.0,119902.0,-49852.0,190531.0,291104.0,615331.0,212569.0,248295.0,9539.0,4841.0,12318.0,7680.0,-8815.0,-2713.0,3649.0
4870,213164.0,119927.0,-49820.0,190506.0,291105.0,615435.0,212658.0,248291.0,9539.0,4841.0,12318.0,7680.0,-8815.0,-2713.0,3649.0
4871,212973.0,119688.0,-49992.0,190300.0,290943.0,615355.0,212510.0,248197.0,10984.0,4200.0,10915.0,3023.0,-2314.0,-2337.0,3649.0
4872,212964.0,119727.0,-49912.0,190340.0,290976.0,615448.0,212451.0,248079.0,10984.0,4200.0,10915.0,3023.0,-2314.0,-2337.0,3649.0
4873,213021.0,119920.0,-49641.0,190565.0,291198.0,615729.0,212614.0,248075.0,10984.0,4200.0,10915.0,3023.0,-2314.0,-2337.0,3649.0
4874,212664.0,119683.0,-49791.0,190366.0,291039.0,615624.0,212397.0,247822.0,10984.0,4200.0,10915.0,3023.0,-2314.0,-2337.0,3649.0
4875,212200.0,119503.0,-49924.0,190237.0,290989.0,615683.0,212454.0,247914.0,10984.0,4200.0,10915.0,3023.0,-2314.0,-2337.0,3649.0
4876,211661.0,119602.0,-49683.0,190418.0,291191.0,615978.0,212623.0,247968.0,10984.0,4200.0,10915.0,3023.0,-2314.0,-2337.0,3649.0
4877,211768.0,119471.0,-49607.0,190401.0,291222.0,616089.0,212566.0,247886.0,10984.0,4200.0,10915.0,3023.0,-2314.0,-2337.0,3649.0
4878,212695.0,119449.0,-49634.0,190299.0,291138.0,616121.0,212527.0,247988.0,10984.0,4200.0,10915.0,3023.0,-2314.0,-2337.0,3649.0
4879,212816.0,119679.0,-49686.0,190107.0,290900.0,615957.0,212441.0,248014.0,10984.0,4200.0,10915.0,3023.0,-2314.0,-2337.0,3649.0
4880,212281.0,119478.0,-49661.0,190092.0,290871.0,616019.0,212450.0,247907.0,10984.0,4200.0,10915.0,3023.0,-2314.0,-2337.0,3649.0
4881,212745.0,119460.0,-49674.0,189996.0,290814.0,616106.0,212476.0,248061.0,10838.0,5139.0,10859.0,1772.0,-133.0,514.0,3649.0
4882,212989.0,119468.0,-49687.0,189944.0,290826.0,616221.0,212516.0,247978.0,10838.0,5139.0,10859.0,1772.0,-133.0,514.0,3649.0
4883,213033.0,119497.0,-49625.0,189973.0,290914.0,616415.0,212642.0,248244.0,10838.0,5139.0,10859.0,1772.0,-133.0,514.0,3649.0
4884,212783.0,119297.0,-49726.0,189845.0,290818.0,616428.0,212427.0,247888.0,10838.0,5139.0,10859.0,1772.0,-133.0,514.0,3649.0
4885,212486.0,118959.0,-49898.0,189709.0,290760.0,616491.0,212344.0,247651.0,10838.0,5139.0,10859.0,1772.0,-133.0,514.0,3649.0
4886,212474.0,118956.0,-49928.0,189620.0,290633.0,616428.0,212223.0,247579.0,10838.0,5139.0,10859.0,1772.0,-133.0,514.0,3649.0
4887,212326.0,118800.0,-50104.0,189384.0,290414.0,616259.0,212071.0,247630.0,10838.0,5139.0,10859.0,1772.0,-133.0,514.0,3649.0
4888,212317.0,118841.0,-50117.0,189325.0,290308.0,616190.0,212367.0,248159.0,10838.0,5139.0,10859.0,1772.0,-133.0,514.0,3649.0
4889,212745.0,119084.0,-49813.0,189669.0,290665.0,616587.0,212879.0,248731.0,10838.0,5139.0,10859.0,1772.0,-133.0,514.0,3649.0
4890,212834.0,119060.0,-49839.0,189598.0,290630.0,616599.0,212686.0,248594.0,10838.0,5139.0,10859.0,1772.0,-133.0,514.0,3649.0
4891,212702.0,118930.0,-49905.0,189538.0,290608.0,616623.0,212625.0,248504.0,10219.0,6809.0,11028.0,-1198.0,-1169.0,13.0,3649.0
4892,212952.0,119067.0,-49798.0,189651.0,290703.0,616758.0,212792.0,248715.0,10219.0,6809.0,11028.0,-1198.0,-1169.0,13.0,3649.0
4893,213077.0,119215.0,-49649.0,189790.0,290801.0,616886.0,212835.0,248869.0,10219.0,6809.0,11028.0,-1198.0,-1169.0,13.0,3649.0
4894,212752.0,119006.0,-49927.0,189512.0,290538.0,616671.0,212685.0,248684.0,10219.0,6809.0,11028.0,-1198.0,-1169.0,13.0,3649.0
4895,212808.0,119149.0,-49802.0,189660.0,290701.0,616906.0,212609.0,248641.0,10219.0,6809.0,11028.0,-1198.0,-1169.0,13.0,3649.0
4896,212730.0,119121.0,-49726.0,189766.0,290892.0,617219.0,212738.0,248734.0,10219.0,6809.0,11028.0,-1198.0,-1169.0,13.0,3649.0
4897,212550.0,118778.0,-49897.0,189617.0,290761.0,617114.0,212587.0,248696.0,10219.0,6809.0,11028.0,-1198.0,-1169.0,13.0,3649.0
4898,212944.0,119199.0,-49666.0,189725.0,290750.0,617103.0,212324.0,248813.0,10219.0,6809.0,11028.0,-1198.0,-1169.0,13.0,3649.0
4899,213019.0,119326.0,-49608.0,189789.0,290764.0,617111.0,212044.0,248800.0,10219.0,6809.0,11028.0,-1198.0,-1169.0,13.0,3649.0
4900,212854.0,119255.0,-49684.0,189709.0,290685.0,617046.0,211959.0,248568.0,10219.0,6809.0,11028.0,-1198.0,-1169.0,13.0,3649.0
4901,212930.0,119463.0,-49430.0,189983.0,290986.0,617433.0,212340.0,248553.0,10385.0,7542.0,10897.0,-3502.0,-1855.0,148.0,3649.0
4902,212797.0,119078.0,-49744.0,189702.0,290774.0,617343.0,213091.0,248558.0,10385.0,7542.0,10897.0,-3502.0,-1855.0,148.0,3649.0
4903,212546.0,118953.0,-49916.0,189527.0,290605.0,617237.0,213298.0,248593.0,10385.0,7542.0,10897.0,-3502.0,-1855.0,148.0,3649.0
4904,212384.0,119003.0,-49956.0,189485.0,290524.0,617179.0,212748.0,248387.0,10385.0,7542.0,10897.0,-3502.0,-1855.0,148.0,3649.0
4905,212402.0,118784.0,-50142.0,189313.0,290332.0,617033.0,212596.0,248161.0,10385.0,7542.0,10897.0,-3502.0,-1855.0,148.0,3649.0
4906,212709.0,118723.0,-50252.0,189181.0,290175.0,616926.0,212706.0,248183.0,10385.0,7542.0,10897.0,-3502.0,-1855.0,148.0,3649.0
4907,212991.0,118923.0,-50109.0,189301.0,290282.0,617133.0,213213.0,248616.0,10385.0,7542.0,10897.0,-3502.0,-1855.0,148.0,3649.0
4908,212814.0,118988.0,-50027.0,189389.0,290367.0,617315.0,213563.0,248856.0,10385.0,7542.0,10897.0,-3502.0,-1855.0,148.0,3649.0
4909,212502.0,119181.0,-49811.0,189618.0,290549.0,617571.0,213626.0,248891.0,10385.0,7542.0,10897.0,-3502.0,-1855.0,148.0,3649.0
4910,212623.0,119176.0,-49700.0,189784.0,290723.0,617824.0,213351.0,248974.0,10385.0,7542.0,10897.0,-3502.0,-1855.0,148.0,3649.0
4911,212824.0,118894.0,-49934.0,189543.0,290493.0,617653.0,213142.0,249004.0,10768.0,6910.0,10970.0,-2909.0,-2279.0,-125.0,3649.0
4912,213223.0,119309.0,-49784.0,189595.0,290448.0,617676.0,213333.0,248956.0,10768.0,6910.0,10970.0,-2909.0,-2279.0,-125.0,3649.0
4913,213170.0,119376.0,-49657.0,189760.0,290652.0,618051.0,213229.0,248942.0,10768.0,6910.0,10970.0,-2909.0,-2279.0,-125.0,3649.0
4914,212808.0,119237.0,-49699.0,189732.0,290651.0,618188.0,212668.0,248921.0,10768.0,6910.0,10970.0,-2909.0,-2279.0,-125.0,3649.0
4915,212908.0,119316.0,-49728.0,189636.0,290521.0,618140.0,212195.0,248964.0,10768.0,6910.0,10970.0,-2909.0,-2279.0,-125.0,3649.0
4916,212859.0,119238.0,-49841.0,189491.0,290312.0,617932.0,211571.0,248741.0,10768.0,6910.0,10970.0,-2909.0,-2279.0,-125.0,3649.0
4917,212366.0,119252.0,-49612.0,189772.0,290561.0,618231.0,211848.0,248603.0,10768.0,6910.0,10970.0,-2909.0,-2279.0,-125.0,3649.0
4918,212080.0,118939.0,-49766.0,189568.0,290343.0,618097.0,211678.0,248498.0,10768.0,6910.0,10970.0,-2909.0,-2279.0,-125.0,3649.0
4919,212596.0,119061.0,-49737.0,189569.0,290422.0,618357.0,212041.0,248418.0,10768.0,6910.0,10970.0,-2909.0,-2279.0,-125.0,3649.0
4920,212850.0,119248.0,-49667.0,189602.0,290496.0,618561.0,213161.0,248399.0,10768.0,6910.0,10970.0,-2909.0,-2279.0,-125.0,3649.0
4921,211956.0,118863.0,-50009.0,189258.0,290219.0,618449.0,214020.0,248476.0,10826.0,5583.0,10957.0,-1489.0,-1472.0,403.0,3649.0
4922,211264.0,118412.0,-50306.0,189031.0,290058.0,618451.0,214390.0,248274.0,10826.0,5583.0,10957.0,-1489.0,-1472.0,403.0,3649.0
4923,211848.0,118658.0,-50111.0,189189.0,290171.0,618633.0,214212.0,248282.0,10826.0,5583.0,10957.0,-1489.0,-1472.0,403.0,3649.0
4924,211851.0,118653.0,-50139.0,189101.0,290053.0,618633.0,213844.0,248084.0,10826.0,5583.0,10957.0,-1489.0,-1472.0,403.0,3649.0
4925,212005.0,118594.0,-50260.0,188907.0,289810.0,618448.0,213699.0,248583.0,10826.0,5583.0,10957.0,-1489.0,-1472.0,403.0,3649.0
4926,212274.0,118754.0,-50149.0,188998.0,289879.0,618581.0,213717.0,248759.0,10826.0,5583.0,10957.0,-1489.0,-1472.0,403.0,3649.0
4927,212820.0,118905.0,-50097.0,188987.0,289852.0,618648.0,213626.0,249543.0,10826.0,5583.0,10957.0,-1489.0,-1472.0,403.0,3649.0
4928,212812.0,118731.0,-50259.0,188841.0,289747.0,618659.0,213616.0,250171.0,10826.0,5583.0,10957.0,-1489.0,-1472.0,403.0,3649.0
4929,212559.0,118616.0,-50277.0,188828.0,289728.0,618712.0,213512.0,250206.0,10826.0,5583.0,10957.0,-1489.0,-1472.0,403.0,3649.0
4930,212561.0,118891.0,-50041.0,188988.0,289797.0,618823.0,213394.0,249933.0,10826.0,5583.0,10957.0,-1489.0,-1472.0,403.0,3649.0
4931,212617.0,119123.0,-49790.0,189228.0,290031.0,619129.0,213519.0,249933.0,10724.0,4793.0,10992.0,660.0,-233.0,1168.0,3649.0
4932,212362.0,119003.0,-49823.0,189198.0,290032.0,619213.0,213392.0,249769.0,10724.0,4793.0,10992.0,660.0,-233.0,1168.0,3649.0
4933,212316.0,119128.0,-49714.0,189274.0,290103.0,619345.0,213400.0,249745.0,10724.0,4793.0,10992.0,660.0,-233.0,1168.0,3649.0
4934,211992.0,118739.0,-50002.0,189028.0,289911.0,619269.0,213064.0,249399.0,10724.0,4793.0,10992.0,660.0,-233.0,1168.0,3649.0
4935,212005.0,118747.0,-50045.0,188926.0,289793.0,619193.0,212933.0,249221.0,10724.0,4793.0,10992.0,660.0,-233.0,1168.0,3649.0
4936,212125.0,118984.0,-49801.0,189120.0,289914.0,619291.0,212898.0,249269.0,10724.0,4793.0,10992.0,660.0,-233.0,1168.0,3649.0
4937,211749.0,119015.0,-49630.0,189308.0,290177.0,619638.0,213073.0,249200.0,10724.0,4793.0,10992.0,660.0,-233.0,1168.0,3649.0
4938,211320.0,118816.0,-49711.0,189256.0,290232.0,619839.0,213329.0,248929.0,10724.0,4793.0,10992.0,660.0,-233.0,1168.0,3649.0
4939,211340.0,119021.0,-49610.0,189263.0,290168.0,619854.0,213479.0,249009.0,10724.0,4793.0,10992.0,660.0,-233.0,1168.0,3649.0
4940,211243.0,119019.0,-49597.0,189229.0,290120.0,619837.0,213274.0,248909.0,10724.0,4793.0,10992.0,660.0,-233.0,1168.0,3649.0
4941,211992.0,119144.0,-49548.0,189225.0,290145.0,619909.0,213243.0,249276.0,10735.0,4781.0,11095.0,812.0,985.0,1602.0,3649.0
4942,212120.0,119151.0,-49537.0,189221.0,290173.0,620034.0,213361.0,249284.0,10735.0,4781.0,11095.0,812.0,985.0,1602.0,3649.0
4943,211853.0,119278.0,-49409.0,189328.0,290307.0,620273.0,213540.0,249271.0,10735.0,4781.0,11095.0,812.0,985.0,1602.0,3649.0
4944,211474.0,119105.0,-49472.0,189250.0,290236.0,620280.0,213321.0,248740.0,10735.0,4781.0,11095.0,812.0,985.0,1602.0,3649.0
4945,211074.0,118882.0,-49485.0,189253.0,290238.0,620341.0,213079.0,247919.0,10735.0,4781.0,11095.0,812.0,985.0,1602.0,3649.0
4946,210935.0,119142.0,-49246.0,189439.0,290401.0,620550.0,213064.0,247119.0,10735.0,4781.0,11095.0,812.0,985.0,1602.0,3649.0
4947,210931.0,119154.0,-49265.0,189384.0,290348.0,620553.0,213053.0,247259.0,10735.0,4781.0,11095.0,812.0,985.0,1602.0,3649.0
4948,211421.0,119284.0,-49182.0,189417.0,290393.0,620665.0,213229.0,248331.0,10735.0,4781.0,11095.0,812.0,985.0,1602.0,3649.0
4949,211727.0,119050.0,-49511.0,189040.0,290051.0,620422.0,213426.0,249701.0,10735.0,4781.0,11095.0,812.0,985.0,1602.0,3649.0
4950,211809.0,118606.0,-50094.0,188455.0,289486.0,619961.0,213324.0,250556.0,10735.0,4781.0,11095.0,812.0,985.0,1602.0,3649.0
4951,211676.0,118693.0,-50051.0,188470.0,289517.0,620036.0,213151.0,250326.0,10846.0,5176.0,11200.0,276.0,1768.0,1584.0,3649.0
4952,211729.0,118819.0,-49642.0,188891.0,289949.0,620538.0,213406.0,250194.0,10846.0,5176.0,11200.0,276.0,1768.0,1584.0,3649.0
4953,212191.0,118906.0,-49594.0,188893.0,289931.0,620573.0,213480.0,250063.0,10846.0,5176.0,11200.0,276.0,1768.0,1584.0,3649.0
4954,212091.0,118941.0,-49695.0,188771.0,289805.0,620522.0,213396.0,249726.0,10846.0,5176.0,11200.0,276.0,1768.0,1584.0,3649.0
4955,211726.0,118759.0,-49864.0,188589.0,289656.0,620483.0,213286.0,249467.0,10846.0,5176.0,11200.0,276.0,1768.0,1584.0,3649.0
