Sample_num,Task_number,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,Timestamp,Video_timestamp,Angle_sample
77,0,322657,305090,438226,196622,244417,324066,-60088,-411307,1636025658.918954,1636025658.935359,1
78,0,322653,305103,438233,196637,244408,324079,-60074,-411300,1636025658.9189544,1636025658.935359,1
79,0,322611,305065,438201,196612,244371,324049,-60096,-411321,1636025658.9189575,1636025658.935359,1
80,0,322597,305082,438211,196629,244391,324050,-60067,-411278,1636025658.9189577,1636025658.935359,1
81,0,322617,305146,438283,196670,244407,324039,-60070,-411236,1636025659,1636025658.935359,1
82,0,322598,305119,438279,196638,244398,324048,-60059,-411218,1636025658.9189606,1636025658.935359,1
83,0,322597,305121,438298,196656,244431,324104,-60069,-411314,1636025658.918963,1636025658.935359,1
84,0,322682,305229,438413,196770,244519,324188,-60074,-411339,1636025658.9189632,1636025658.935359,1
85,0,322661,305214,438408,196725,244504,324151,-60087,-411314,1636025658.9189658,1636025658.935359,1
86,0,322676,305202,438394,196706,244500,324169,-60096,-411329,1636025658.918966,1636025658.935359,1
87,0,322709,305251,438413,196720,244519,324204,-60072,-411312,1636025658.9189687,1636025658.935359,1
88,0,322669,305238,438394,196701,244515,324206,-60050,-411307,1636025658.918969,1636025658.935359,1
89,0,322682,305226,438392,196699,244523,324226,-60044,-411314,1636025658.9189713,1636025658.935359,1
90,0,322703,305246,438409,196716,244548,324258,-60043,-411320,1636025658.918972,1636025658.935359,1
91,0,322728,305276,438432,196755,244596,324303,-60032,-411299,1636025658.9233863,1636025658.935359,1
92,0,322704,305281,438439,196776,244634,324291,-60062,-411329,1636025658.9233916,1636025658.935359,1
93,0,322670,305242,438401,196736,244618,324254,-60070,-411337,1636025658.9265363,1636025658.935359,1
94,0,322708,305256,438420,196744,244616,324235,-60098,-411360,1636025658.9265385,1636025658.935359,1
95,0,322721,305259,438414,196756,244646,324256,-60074,-411338,1636025658.932352,1636025658.935359,1
96,0,322723,305248,438422,196765,244689,324285,-60065,-411330,1636025658.9323533,1636025658.935359,1
97,0,322730,305235,438391,196771,244689,324284,-60071,-411357,1636025658.9345877,1636025658.935359,1
98,0,322738,305252,438389,196793,244713,324268,-60086,-411360,1636025658.9345891,1636025658.935359,1
99,0,322696,305259,438379,196804,244721,324286,-60087,-411354,1636025658.9410071,1636025658.996434,2
100,0,322711,305298,438424,196833,244739,324333,-60069,-411342,1636025658.9410095,1636025658.996434,2
101,0,322718,305306,438429,196832,244741,324348,-60077,-411332,1636025658.943053,1636025658.996434,2
102,0,322703,305328,438441,196859,244748,324359,-60081,-411326,1636025658.943061,1636025658.996434,2
103,0,322710,305386,438474,196891,244776,324386,-60068,-411318,1636025658.9463532,1636025658.996434,2
104,0,322711,305364,438464,196906,244779,324385,-60066,-411347,1636025658.946356,1636025658.996434,2
105,0,322679,305323,438440,196901,244779,324354,-60091,-411381,1636025658.9563155,1636025658.996434,2
106,0,322668,305349,438459,196924,244804,324370,-60083,-411368,1636025658.9563177,1636025658.996434,2
107,0,322703,305398,438509,196969,244849,324423,-60059,-411332,1636025658.9563313,1636025658.996434,2
108,0,322669,305381,438505,196954,244863,324424,-60072,-411342,1636025658.956332,1636025658.996434,2
109,0,322625,305370,438503,196958,244851,324425,-60085,-411337,1636025658.9590716,1636025658.996434,2
110,0,322591,305337,438483,196950,244824,324401,-60091,-411349,1636025658.959074,1636025658.996434,2
111,0,322606,305347,438473,196946,244842,324409,-60092,-411366,1636025658.9626572,1636025658.996434,2
112,0,322606,305348,438470,196938,244849,324410,-60095,-411388,1636025658.9626594,1636025658.996434,2
113,0,322609,305385,438501,196950,244851,324409,-60075,-411380,1636025658.9668276,1636025658.996434,2
114,0,322658,305433,438520,196976,244859,324425,-60048,-411389,1636025659,1636025658.996434,2
115,0,322667,305454,438505,196992,244848,324433,-60046,-411391,1636025658.970297,1636025658.996434,2
116,0,322674,305451,438513,197006,244839,324436,-60037,-411407,1636025658.9702992,1636025658.996434,2
117,0,322679,305463,438499,197011,244803,324426,-60018,-411401,1636025658.9761765,1636025658.996434,2
118,0,322698,305488,438522,197024,244794,324438,-60016,-411389,1636025658.9761796,1636025658.996434,2
119,0,322703,305503,438538,197029,244786,324454,-60007,-411373,1636025658.9786787,1636025658.996434,2
120,0,322718,305504,438541,197041,244784,324468,-60004,-411366,1636025658.9786808,1636025658.996434,2
121,0,322754,305523,438549,197053,244794,324474,-59982,-411356,1636025658.9836755,1636025658.996434,2
122,0,322802,305547,438565,197083,244809,324493,-59951,-411366,1636025658.9836776,1636025658.996434,2
123,0,322826,305553,438578,197107,244784,324484,-59939,-411359,1636025658.9906516,1636025658.996434,2
124,0,322882,305619,438634,197159,244786,324504,-59918,-411324,1636025658.990668,1636025658.996434,2
125,0,322871,305597,438604,197164,244786,324504,-59897,-411309,1636025658.9909859,1636025658.996434,2
126,0,322871,305617,438605,197172,244793,324523,-59861,-411284,1636025658.9909873,1636025658.996434,2
127,0,322881,305596,438601,197159,244761,324521,-59854,-411322,1636025658.9942453,1636025658.996434,2
128,0,322887,305604,438642,197203,244807,324557,-59864,-411389,1636025658.9942472,1636025658.996434,2
129,0,322931,305604,438664,197226,244841,324576,-59814,-411316,1636025659.0014932,1636025659.076699,3
130,0,322979,305640,438712,197248,244858,324611,-59792,-411301,1636025659.0028317,1636025659.076699,3
131,0,322996,305650,438758,197241,244888,324618,-59789,-411324,1636025659.0028331,1636025659.076699,3
132,0,322967,305606,438733,197203,244879,324612,-59791,-411338,1636025659.0089536,1636025659.076699,3
133,0,322992,305619,438735,197199,244891,324633,-59742,-411285,1636025659.0089557,1636025659.076699,3
134,0,322991,305634,438705,197180,244880,324604,-59741,-411272,1636025659.010428,1636025659.076699,3
135,0,322949,305559,438612,197102,244847,324584,-59752,-411293,1636025659.0104308,1636025659.076699,3
136,0,322990,305656,438746,197251,244964,324656,-59791,-411398,1636025659.0145876,1636025659.076699,3
137,0,322996,305674,438771,197260,244988,324645,-59796,-411354,1636025659.0145907,1636025659.076699,3
138,0,322964,305584,438662,197169,244934,324604,-59827,-411351,1636025659.0192719,1636025659.076699,3
139,0,323042,305675,438756,197266,244991,324659,-59889,-411464,1636025659.0192783,1636025659.076699,3
140,0,323071,305707,438764,197299,245019,324693,-59829,-411411,1636025659.022686,1636025659.076699,3
141,0,323099,305746,438811,197364,245088,324786,-59638,-411256,1636025659.0226953,1636025659.076699,3
142,0,323101,305764,438846,197380,245060,324794,-59677,-411241,1636025659.0267615,1636025659.076699,3
143,0,323114,305770,438863,197344,245027,324773,-59712,-411286,1636025659.0267713,1636025659.076699,3
144,0,323133,305804,438892,197334,245031,324774,-59728,-411331,1636025659.0305283,1636025659.076699,3
145,0,323141,305901,438983,197411,245098,324824,-59697,-411293,1636025659.0305307,1636025659.076699,3
146,0,323113,305901,438982,197415,245088,324838,-59701,-411296,1636025659.0344565,1636025659.076699,3
147,0,323091,305908,438968,197437,245076,324843,-59706,-411333,1636025659.0344589,1636025659.076699,3
148,0,323093,305926,438979,197461,245083,324855,-59692,-411331,1636025659,1636025659.076699,3
149,0,323113,305939,439002,197458,245098,324882,-59677,-411324,1636025659.0385225,1636025659.076699,3
150,0,323131,305943,439007,197458,245119,324914,-59658,-411309,1636025659.046619,1636025659.076699,3
151,0,323127,305960,439023,197466,245101,324936,-59647,-411284,1636025659.0466208,1636025659.076699,3
152,0,323094,305956,439020,197433,245074,324932,-59658,-411294,1636025659.0466332,1636025659.076699,3
153,0,323150,306036,439089,197484,245124,324971,-59619,-411249,1636025659.0466337,1636025659.076699,3
154,0,323175,306044,439098,197473,245146,324989,-59614,-411238,1636025659.051566,1636025659.076699,3
155,0,323154,306003,439069,197434,245113,324978,-59610,-411252,1636025659.0515685,1636025659.076699,3
156,0,323139,306012,439054,197449,245091,324965,-59624,-411266,1636025659.056765,1636025659.076699,3
157,0,323175,306051,439093,197485,245109,324995,-59606,-411244,1636025659.056775,1636025659.076699,3
158,0,323137,305991,439062,197417,245053,324981,-59646,-411283,1636025659.076202,1636025659.076699,3
159,0,323123,306004,439084,197411,245029,324988,-59662,-411319,1636025659.0762239,1636025659.076699,3
160,0,323121,306029,439089,197452,245043,325019,-59636,-411301,1636025659.0762749,1636025659.076699,3
161,0,323101,306051,439097,197468,245053,325033,-59626,-411282,1636025659.076276,1636025659.076699,3
162,0,323138,306135,439175,197533,245082,325061,-59603,-411252,1636025659.0762844,1636025659.076699,3
163,0,323166,306175,439207,197586,245108,325094,-59595,-411222,1636025659.0762851,1636025659.076699,3
164,0,323170,306183,439207,197593,245106,325097,-59593,-411227,1636025659.0762892,1636025659.076699,3
165,0,323164,306181,439204,197583,245116,325094,-59592,-411234,1636025659.0762897,1636025659.076699,3
166,0,323157,306182,439208,197571,245118,325089,-59601,-411247,1636025659.0762935,1636025659.076699,3
167,0,323148,306205,439221,197584,245123,325089,-59599,-411248,1636025659.076294,1636025659.076699,3
168,0,323144,306226,439232,197611,245148,325096,-59590,-411246,1636025659.0810268,1636025659.076699,3
169,0,323175,306259,439257,197651,245179,325140,-59550,-411237,1636025659.0810316,1636025659.076699,3
170,0,323175,306259,439257,197651,245179,325140,-59550,-411237,1636025659.0810316,1636025659.150986,4
171,0,323178,306250,439263,197658,245178,325144,-59550,-411269,1636025659.0853329,1636025659.150986,4
172,0,323149,306226,439249,197641,245159,325112,-59569,-411301,1636025659.0853384,1636025659.150986,4
173,0,323159,306243,439257,197666,245169,325134,-59557,-411284,1636025659.088138,1636025659.150986,4
174,0,323226,306323,439312,197718,245199,325169,-59554,-411251,1636025659.0881426,1636025659.150986,4
175,0,323268,306359,439351,197735,245219,325174,-59562,-411245,1636025659.090556,1636025659.150986,4
176,0,323209,306299,439298,197714,245188,325169,-59581,-411264,1636025659.0905633,1636025659.150986,4
177,0,323214,306288,439314,197765,245197,325178,-59588,-411240,1636025659.0944462,1636025659.150986,4
178,0,323241,306315,439347,197795,245211,325191,-59562,-411234,1636025659.0944505,1636025659.150986,4
179,0,323251,306308,439326,197797,245217,325224,-59537,-411234,1636025659.1013043,1636025659.150986,4
180,0,323256,306319,439345,197808,245224,325248,-59506,-411226,1636025659.101307,1636025659.150986,4
181,0,323281,306349,439363,197814,245223,325246,-59490,-411207,1636025659.103631,1636025659.150986,4
182,0,323307,306403,439374,197831,245238,325267,-59505,-411236,1636025659.1036332,1636025659.150986,4
183,0,323341,306433,439392,197868,245235,325263,-59511,-411252,1636025659.1090877,1636025659.150986,4
184,0,323353,306433,439378,197847,245230,325263,-59507,-411267,1636025659.1090913,1636025659.150986,4
185,0,323322,306424,439346,197824,245248,325270,-59551,-411321,1636025659.1102352,1636025659.150986,4
186,0,323350,306495,439417,197895,245298,325288,-59554,-411313,1636025659.1102376,1636025659.150986,4
187,0,323382,306544,439464,197939,245337,325301,-59521,-411288,1636025659.1159403,1636025659.150986,4
188,0,323388,306553,439463,197938,245359,325301,-59506,-411283,1636025659.1159425,1636025659.150986,4
189,0,323429,306597,439493,197961,245399,325329,-59475,-411240,1636025659.1197295,1636025659.150986,4
190,0,323396,306586,439438,197940,245404,325304,-59486,-411196,1636025659.1197321,1636025659.150986,4
191,0,323424,306613,439443,197960,245428,325313,-59483,-411238,1636025659.1227756,1636025659.150986,4
192,0,323424,306634,439486,198005,245454,325323,-59462,-411257,1636025659.1227863,1636025659.150986,4
193,0,323389,306601,439458,197980,245454,325303,-59484,-411275,1636025659.1265445,1636025659.150986,4
194,0,323394,306614,439465,197975,245448,325296,-59502,-411302,1636025659.1265461,1636025659.150986,4
195,0,323486,306728,439573,198062,245503,325342,-59465,-411246,1636025659.130518,1636025659.150986,4
196,0,323511,306739,439615,198088,245519,325349,-59436,-411206,1636025659,1636025659.150986,4
197,0,323443,306686,439576,198052,245460,325319,-59449,-411244,1636025659.1343803,1636025659.150986,4
198,0,323426,306669,439560,198029,245419,325308,-59456,-411248,1636025659.134383,1636025659.150986,4
199,0,323440,306653,439561,198026,245394,325307,-59437,-411222,1636025659.138501,1636025659.150986,4
200,0,323519,306728,439640,198109,245440,325347,-59438,-411291,1636025659.138506,1636025659.150986,4
201,0,323593,306782,439680,198149,245478,325370,-59441,-411316,1636025659.1447756,1636025659.150986,4
202,0,323608,306798,439698,198153,245476,325371,-59431,-411305,1636025659.1447785,1636025659.150986,4
203,0,323625,306792,439708,198153,245468,325359,-59434,-411285,1636025659.1506577,1636025659.150986,4
204,0,323611,306781,439692,198141,245464,325323,-59416,-411265,1636025659.1506588,1636025659.150986,4
205,0,323625,306766,439644,198104,245460,325333,-59382,-411261,1636025659.1506655,1636025659.150986,4
206,0,323722,306916,439756,198217,245566,325418,-59355,-411307,1636025659.1506662,1636025659.150986,4
207,0,323797,306994,439739,198218,245539,325428,-59319,-411264,1636025659.159417,1636025659.229298,5
208,0,323791,306974,439736,198224,245540,325441,-59317,-411251,1636025659.1594183,1636025659.229298,5
209,0,323803,306974,439731,198248,245538,325457,-59292,-411251,1636025659,1636025659.229298,5
210,0,323784,306974,439721,198248,245512,325448,-59317,-411260,1636025659.1623814,1636025659.229298,5
211,0,323759,306960,439718,198269,245534,325463,-59309,-411251,1636025659.1662846,1636025659.229298,5
212,0,323772,306972,439746,198308,245563,325473,-59281,-411232,1636025659.1662867,1636025659.229298,5
213,0,323811,307011,439798,198329,245598,325484,-59281,-411207,1636025659.1744292,1636025659.229298,5
214,0,323831,307013,439820,198355,245654,325534,-59262,-411191,1636025659.1744332,1636025659.229298,5
215,0,323837,306990,439818,198366,245696,325554,-59236,-411175,1636025659.1774042,1636025659.229298,5
216,0,323851,307039,439886,198410,245713,325544,-59246,-411167,1636025659.1774068,1636025659.229298,5
217,0,323828,307060,439895,198410,245724,325531,-59289,-411251,1636025659.1794472,1636025659.229298,5
218,0,323822,307038,439861,198386,245714,325523,-59272,-411227,1636025659.179449,1636025659.229298,5
219,0,323817,307043,439841,198387,245718,325514,-59275,-411190,1636025659.1856244,1636025659.229298,5
220,0,323841,307062,439841,198409,245743,325533,-59261,-411163,1636025659.1856277,1636025659.229298,5
221,0,323891,307076,439878,198443,245765,325566,-59231,-411154,1636025659.1872823,1636025659.229298,5
222,0,323904,307064,439883,198426,245758,325556,-59221,-411156,1636025659.1872852,1636025659.229298,5
223,0,323932,307079,439914,198424,245763,325582,-59191,-411131,1636025659.192208,1636025659.229298,5
224,0,323929,307066,439925,198404,245736,325579,-59211,-411166,1636025659.1922102,1636025659.229298,5
225,0,323943,307068,439955,198433,245748,325604,-59179,-411158,1636025659.1945734,1636025659.229298,5
226,0,323937,307054,439942,198422,245766,325607,-59171,-411176,1636025659.1945755,1636025659.229298,5
227,0,323924,307052,439944,198409,245766,325602,-59198,-411198,1636025659.2010229,1636025659.229298,5
228,0,323940,307069,439974,198406,245774,325646,-59201,-411192,1636025659.2010252,1636025659.229298,5
229,0,323961,307075,439990,198411,245786,325674,-59185,-411175,1636025659.2037845,1636025659.229298,5
230,0,324013,307118,440045,198450,245823,325691,-59168,-411159,1636025659.2037864,1636025659.229298,5
231,0,324020,307128,440032,198434,245815,325678,-59177,-411164,1636025659.2081945,1636025659.229298,5
232,0,324031,307136,440042,198428,245844,325688,-59161,-411162,1636025659.2081976,1636025659.229298,5
233,0,324014,307138,440044,198429,245863,325688,-59156,-411161,1636025659,1636025659.229298,5
234,0,323974,307092,440005,198403,245849,325674,-59182,-411165,1636025659.212463,1636025659.229298,5
235,0,323987,307129,440052,198471,245899,325702,-59186,-411162,1636025659.217213,1636025659.229298,5
236,0,324004,307159,440073,198499,245934,325708,-59161,-411142,1636025659.2172172,1636025659.229298,5
237,0,324036,307206,440122,198537,245969,325726,-59133,-411125,1636025659.2292583,1636025659.229298,5
238,0,324056,307186,440124,198519,245938,325743,-59132,-411109,1636025659.229261,1636025659.229298,5
239,0,324104,307194,440142,198547,245933,325761,-59133,-411109,1636025659.2292697,1636025659.229298,5
240,0,324145,307226,440180,198573,245937,325799,-59127,-411080,1636025659.2292705,1636025659.229298,5
241,0,324134,307215,440194,198540,245944,325806,-59144,-411104,1636025659.229273,1636025659.229298,5
242,0,324151,307232,440234,198550,245976,325837,-59116,-411121,1636025659.2292736,1636025659.229298,5
243,0,324178,307256,440261,198574,245989,325856,-59092,-411114,1636025659.230878,1636025659.229298,5
244,0,324181,307240,440268,198585,245983,325868,-59096,-411118,1636025659.2308805,1636025659.229298,5
245,0,324153,307206,440221,198574,245941,325867,-59121,-411138,1636025659.242138,1636025659,6
246,0,324170,307224,440244,198580,245924,325875,-59146,-411162,1636025659.242144,1636025659,6
247,0,324209,307261,440286,198604,245931,325903,-59145,-411154,1636025659.2421644,1636025659,6
248,0,324193,307235,440271,198603,245914,325909,-59146,-411187,1636025659.242165,1636025659,6
249,0,324177,307232,440241,198594,245884,325909,-59166,-411201,1636025659.242524,1636025659,6
250,0,324180,307224,440243,198598,245876,325911,-59183,-411190,1636025659.2425287,1636025659,6
251,0,324185,307235,440254,198635,245883,325926,-59137,-411179,1636025659.2499084,1636025659,6
252,0,324191,307251,440273,198649,245882,325932,-59111,-411167,1636025659.2499108,1636025659,6
253,0,324181,307239,440243,198637,245877,325911,-59116,-411172,1636025659.2518487,1636025659,6
254,0,324204,307254,440271,198646,245894,325919,-59137,-411181,1636025659.2518516,1636025659,6
255,0,324201,307268,440291,198656,245903,325963,-59145,-411193,1636025659.256201,1636025659,6
256,0,324187,307245,440264,198641,245884,325973,-59156,-411206,1636025659.256203,1636025659,6
257,0,324213,307269,440296,198684,245915,326004,-59133,-411171,1636025659.2594275,1636025659,6
258,0,324238,307278,440319,198708,245933,326012,-59134,-411161,1636025659.2594297,1636025659,6
259,0,324228,307269,440298,198703,245925,326003,-59127,-411164,1636025659.262754,1636025659,6
260,0,324222,307263,440323,198716,245932,326011,-59104,-411171,1636025659.2627566,1636025659,6
261,0,324194,307238,440333,198716,245936,326009,-59097,-411184,1636025659.268517,1636025659,6
262,0,324159,307247,440332,198679,245966,325999,-59102,-411203,1636025659,1636025659,6
263,0,324162,307253,440351,198683,246006,326027,-59071,-411169,1636025659.2719483,1636025659,6
264,0,324168,307258,440371,198711,246012,326026,-59031,-411136,1636025659.2719505,1636025659,6
265,0,324178,307293,440394,198739,246037,326039,-59018,-411125,1636025659.2749593,1636025659,6
266,0,324162,307271,440373,198729,246042,326032,-59039,-411142,1636025659.2749634,1636025659,6
267,0,324148,307258,440356,198714,246035,326028,-59040,-411124,1636025659.2784588,1636025659,6
268,0,324136,307250,440343,198723,246038,326049,-59019,-411107,1636025659.2784617,1636025659,6
269,0,324116,307218,440344,198705,246024,326047,-59034,-411105,1636025659.2822995,1636025659,6
270,0,324160,307278,440396,198744,246051,326077,-59046,-411122,1636025659.2823007,1636025659,6
271,0,324215,307378,440476,198836,246117,326144,-59065,-411179,1636025659.2924821,1636025659,6
272,0,324201,307360,440463,198814,246118,326143,-59048,-411141,1636025659.292487,1636025659,6
273,0,324201,307358,440457,198779,246110,326124,-59054,-411135,1636025659.2925067,1636025659,6
274,0,324217,307365,440466,198775,246141,326107,-59039,-411137,1636025659.2925074,1636025659,6
275,0,324254,307340,440423,198768,246142,326119,-58964,-411117,1636025659.3072596,1636025659.371735,7
276,0,324306,307417,440511,198836,246201,326185,-58989,-411185,1636025659.3072608,1636025659.371735,7
277,0,324301,307393,440496,198813,246171,326173,-58983,-411152,1636025659.3072655,1636025659.371735,7
278,0,324282,307366,440478,198788,246116,326140,-58985,-411159,1636025659.3072665,1636025659.371735,7
279,0,324306,307434,440542,198823,246089,326145,-58996,-411151,1636025659.3072696,1636025659.371735,7
280,0,324269,307411,440518,198808,246056,326159,-58982,-411164,1636025659.3072703,1636025659.371735,7
281,0,324326,307427,440535,198833,246101,326190,-58963,-411151,1636025659.3122225,1636025659.371735,7
282,0,324438,307524,440597,198899,246146,326229,-58959,-411138,1636025659.3122246,1636025659.371735,7
283,0,324413,307494,440569,198877,246146,326220,-58962,-411173,1636025659.3148043,1636025659.371735,7
284,0,324399,307456,440539,198835,246163,326239,-58956,-411181,1636025659.3148065,1636025659.371735,7
285,0,324407,307446,440552,198837,246144,326249,-58968,-411191,1636025659.3183854,1636025659.371735,7
286,0,324433,307440,440574,198867,246157,326269,-58944,-411181,1636025659.3183875,1636025659.371735,7
287,0,324436,307444,440600,198861,246171,326269,-58951,-411182,1636025659.3237994,1636025659.371735,7
